specimen_id,species,canopy_zone,vigor,crown_height_m,trunk_girth_cm,bark_glow,vitality_index
FX-5243,Verdant Ash,Mistfen Reach,Thriving,18.0,13.5,62.0,50.0
FX-5244,Palepear,Mistfen Reach,Thriving,9.7,10.5,59.7,39.7
FX-5245,Ironcrown Oak,Mistfen Reach,Thriving,22.2,29.7,61.2,70.0
FX-5246,Goldfan Ginko,Cragside,Radiant,35.3,18.2,95.4,73.6
FX-5247,Glasszelkova,Sunspire Heights,Radiant,28.5,14.0,71.2,55.9
FX-5248,Glasszelkova,Cragside,Thriving,28.5,12.7,51.4,48.1
FX-5249,Ghostplane,Sunspire Heights,Thriving,22.3,35.2,60.5,55.0
FX-5250,Ghostplane,Mistfen Reach,Thriving,18.2,27.9,50.3,40.8
FX-5251,Palepear,Hollowdeep,Thriving,9.9,6.7,62.6,42.1
FX-5252,Goldfan Ginko,Sunspire Heights,Radiant,40.1,12.5,80.0,81.4
FX-5253,Palepear,Sunspire Heights,Radiant,17.6,8.5,92.2,52.7
FX-5254,Ghostplane,Mistfen Reach,Thriving,21.2,32.5,58.1,45.0
FX-5255,Bloomspire,Hollowdeep,Thriving,19.1,32.0,48.1,56.0
FX-5256,Coralmaple,Cragside,Thriving,31.9,20.0,48.0,69.2
FX-5257,Ghostplane,Sunspire Heights,Waning,19.9,29.8,39.0,54.0
FX-5258,Ironcrown Oak,Sunspire Heights,Radiant,28.0,31.6,66.9,76.5
FX-5259,Coralmaple,Cragside,Waning,28.9,22.8,33.8,64.6
FX-5260,Coralmaple,Mistfen Reach,Thriving,28.9,20.7,52.5,63.3
FX-5261,Duskmaple,Cragside,Thriving,14.8,19.8,54.4,64.3
FX-5262,Ironcrown Oak,Hollowdeep,Thriving,17.1,27.6,44.3,60.4
FX-5263,Ghostplane,Hollowdeep,Thriving,15.7,34.5,59.1,41.5
FX-5264,Whispering Linden,Mistfen Reach,Thriving,24.1,22.3,59.6,47.2
FX-5265,Ghostplane,Hollowdeep,Radiant,18.9,27.8,76.6,41.4
FX-5266,Whispering Linden,Sunspire Heights,Thriving,30.1,18.0,58.7,55.0
FX-5267,Goldfan Ginko,Sunspire Heights,Thriving,40.3,15.4,60.4,76.0
FX-5268,Ironcrown Oak,Mistfen Reach,Radiant,22.6,30.4,86.4,64.5
FX-5269,Goldfan Ginko,Cragside,Thriving,36.8,11.9,53.1,68.5
FX-5270,Palepear,Sunspire Heights,Radiant,16.3,5.3,77.7,57.2
FX-5271,Coralmaple,Hollowdeep,Thriving,26.7,22.3,58.9,67.3
FX-5272,Ghostplane,Sunspire Heights,Thriving,26.1,28.5,60.5,58.3
FX-5273,Goldfan Ginko,Cragside,Thriving,36.0,16.9,56.3,64.9
FX-5274,Whispering Linden,Hollowdeep,Husk,20.2,17.4,6.6,39.0
FX-5275,Ghostplane,Mistfen Reach,Thriving,21.0,29.3,59.1,46.7
FX-5276,Whispering Linden,Hollowdeep,Waning,21.0,20.5,31.3,39.7
FX-5277,Ghostplane,Sunspire Heights,Radiant,24.5,29.1,78.7,56.5
FX-5278,Verdant Ash,Cragside,Waning,20.5,17.8,26.7,49.7
FX-5279,Ironcrown Oak,Mistfen Reach,Radiant,19.4,33.0,73.4,65.7
FX-5280,Palepear,Cragside,Waning,13.7,6.9,25.7,45.4
FX-5281,Bloomspire,Cragside,Waning,21.7,34.9,25.0,65.1
FX-5282,Ghostplane,Sunspire Heights,Thriving,23.3,33.4,53.1,54.0
FX-5283,Bloomspire,Sunspire Heights,Thriving,24.5,34.9,54.7,78.6
FX-5284,Duskmaple,Mistfen Reach,Radiant,18.7,26.5,84.0,67.7
FX-5285,Ironcrown Oak,Mistfen Reach,Thriving,21.5,28.0,55.3,71.7
FX-5286,Ironcrown Oak,Mistfen Reach,Radiant,20.9,27.8,79.3,68.1
FX-5287,Duskmaple,Mistfen Reach,Thriving,15.8,23.9,52.5,61.8
FX-5288,Glasszelkova,Mistfen Reach,Thriving,33.7,11.9,64.5,45.9
FX-5289,Verdant Ash,Sunspire Heights,Husk,22.1,18.0,12.7,49.0
FX-5290,Ghostplane,Sunspire Heights,Husk,23.8,30.5,0.3,51.5
FX-5291,Ghostplane,Sunspire Heights,Radiant,21.3,33.0,75.1,53.4
FX-5292,Thornlace,Hollowdeep,Waning,11.8,4.6,34.6,41.0
FX-5293,Glasszelkova,Mistfen Reach,Radiant,33.0,11.3,79.7,45.8
FX-5294,Ghostplane,Sunspire Heights,Waning,25.1,35.1,37.1,55.3
FX-5295,Duskmaple,Cragside,Radiant,17.7,22.6,73.1,70.5
FX-5296,Bloomspire,Hollowdeep,Thriving,20.2,33.1,59.5,62.7
FX-5297,Bloomspire,Mistfen Reach,Thriving,19.6,40.6,59.9,67.8
FX-5298,Verdant Ash,Sunspire Heights,Waning,24.9,17.4,41.1,51.1
FX-5299,Thornlace,Sunspire Heights,Waning,18.4,15.0,27.7,52.5
FX-5300,Emberoak,Hollowdeep,Waning,22.5,31.1,37.7,57.4
FX-5301,Ironcrown Oak,Hollowdeep,Thriving,21.9,24.5,55.3,61.9
FX-5302,Palepear,Sunspire Heights,Thriving,19.0,9.6,51.9,52.7
FX-5303,Duskmaple,Cragside,Thriving,17.2,26.4,57.2,64.6
FX-5304,Bloomspire,Cragside,Radiant,20.9,38.7,75.8,73.7
FX-5305,Ghostplane,Sunspire Heights,Thriving,24.3,36.8,54.3,54.1
FX-5306,Palepear,Mistfen Reach,Thriving,15.3,6.7,55.3,45.8
FX-5307,Ironcrown Oak,Mistfen Reach,Thriving,18.6,31.2,54.4,63.4
FX-5308,Ghostplane,Hollowdeep,Thriving,18.2,33.6,61.5,42.0
FX-5309,Thornlace,Sunspire Heights,Radiant,20.1,13.2,77.8,54.3
FX-5310,Thornlace,Hollowdeep,Waning,12.8,14.4,35.5,42.4
FX-5311,Emberoak,Cragside,Thriving,31.9,22.0,56.2,60.3
FX-5312,Verdant Ash,Mistfen Reach,Radiant,19.2,17.1,68.0,53.3
FX-5313,Bloomspire,Sunspire Heights,Thriving,25.0,33.5,44.3,68.2
FX-5314,Whispering Linden,Mistfen Reach,Thriving,23.4,13.8,59.0,45.0
FX-5315,Whispering Linden,Sunspire Heights,Thriving,33.1,18.1,61.3,51.5
FX-5316,Coralmaple,Cragside,Waning,32.0,22.8,23.9,66.8
FX-5317,Thornlace,Sunspire Heights,Thriving,19.1,11.8,52.6,52.3
FX-5318,Duskmaple,Mistfen Reach,Thriving,22.4,25.5,59.7,65.2
FX-5319,Verdant Ash,Sunspire Heights,Radiant,23.5,24.6,82.3,55.9
FX-5320,Palepear,Sunspire Heights,Thriving,16.7,6.4,48.8,54.8
FX-5321,Palepear,Mistfen Reach,Waning,8.5,8.3,33.0,46.2
FX-5322,Duskmaple,Mistfen Reach,Thriving,12.3,22.6,46.4,63.0
FX-5323,Thornlace,Sunspire Heights,Thriving,21.9,14.0,50.3,58.3
FX-5324,Coralmaple,Sunspire Heights,Thriving,34.9,20.5,57.1,81.2
FX-5325,Ironcrown Oak,Mistfen Reach,Thriving,22.4,32.5,49.8,69.4
FX-5326,Emberoak,Mistfen Reach,Thriving,23.5,28.2,65.2,66.4
FX-5327,Emberoak,Mistfen Reach,Thriving,26.6,30.2,56.5,63.4
FX-5328,Glasszelkova,Cragside,Radiant,28.8,11.8,81.9,50.0
FX-5329,Glasszelkova,Mistfen Reach,Waning,32.7,8.5,19.6,41.2
FX-5330,Glasszelkova,Cragside,Radiant,31.2,4.0,88.6,55.4
FX-5331,Goldfan Ginko,Cragside,Radiant,35.6,9.7,87.7,69.3
FX-5332,Ghostplane,Sunspire Heights,Thriving,26.8,33.6,51.3,52.3
FX-5333,Thornlace,Hollowdeep,Radiant,14.2,15.0,81.8,48.2
FX-5334,Emberoak,Hollowdeep,Thriving,22.6,24.4,47.4,61.1
FX-5335,Ghostplane,Sunspire Heights,Thriving,23.5,35.0,65.7,53.2
FX-5336,Ghostplane,Sunspire Heights,Thriving,22.6,37.4,55.3,56.7
FX-5337,Thornlace,Sunspire Heights,Thriving,18.1,7.7,57.6,58.9
FX-5338,Duskmaple,Hollowdeep,Thriving,12.9,13.5,51.3,60.9
FX-5339,Verdant Ash,Sunspire Heights,Radiant,24.0,18.9,66.3,59.3
FX-5340,Palepear,Mistfen Reach,Thriving,14.4,10.9,57.8,50.2
FX-5341,Ghostplane,Mistfen Reach,Radiant,18.0,35.6,78.3,47.4
FX-5342,Coralmaple,Cragside,Waning,32.6,24.5,31.6,63.2
FX-5343,Glasszelkova,Mistfen Reach,Waning,26.4,10.9,29.8,45.0
FX-5344,Coralmaple,Sunspire Heights,Waning,34.6,15.3,25.7,72.6
FX-5345,Palepear,Mistfen Reach,Waning,8.9,9.5,35.2,40.8
FX-5346,Duskmaple,Hollowdeep,Radiant,15.4,26.5,93.5,67.0
FX-5347,Whispering Linden,Sunspire Heights,Thriving,30.6,20.1,60.0,50.9
FX-5348,Emberoak,Mistfen Reach,Thriving,21.0,30.7,59.4,60.6
FX-5349,Palepear,Mistfen Reach,Waning,15.8,10.4,29.3,44.5
FX-5350,Glasszelkova,Mistfen Reach,Thriving,28.5,9.6,55.0,48.1
FX-5351,Coralmaple,Cragside,Waning,27.4,21.6,26.9,67.0
FX-5352,Coralmaple,Cragside,Radiant,32.5,22.1,73.9,65.8
FX-5353,Palepear,Mistfen Reach,Radiant,12.6,11.9,88.4,47.7
FX-5354,Thornlace,Sunspire Heights,Radiant,24.7,20.3,87.6,51.0
FX-5355,Whispering Linden,Mistfen Reach,Thriving,24.9,23.5,54.5,50.0
FX-5356,Duskmaple,Hollowdeep,Radiant,13.8,28.2,82.0,63.9
FX-5357,Whispering Linden,Hollowdeep,Waning,18.7,15.7,28.3,39.1
FX-5358,Goldfan Ginko,Cragside,Thriving,40.1,20.2,51.5,71.4
FX-5359,Emberoak,Hollowdeep,Radiant,16.8,22.9,89.5,63.4
FX-5360,Palepear,Sunspire Heights,Radiant,17.6,8.0,85.3,53.7
FX-5361,Whispering Linden,Sunspire Heights,Thriving,31.8,14.1,56.1,53.2
FX-5362,Goldfan Ginko,Mistfen Reach,Radiant,31.4,16.7,76.6,62.9
FX-5363,Coralmaple,Cragside,Thriving,32.8,21.4,59.8,73.0
FX-5364,Thornlace,Sunspire Heights,Thriving,19.7,12.4,46.7,58.4
FX-5365,Bloomspire,Mistfen Reach,Thriving,20.7,36.9,51.9,62.4
FX-5366,Palepear,Sunspire Heights,Radiant,14.9,11.6,80.1,55.0
FX-5367,Glasszelkova,Mistfen Reach,Thriving,27.3,11.8,55.9,45.3
FX-5368,Ghostplane,Sunspire Heights,Thriving,24.3,30.7,61.9,54.9
FX-5369,Glasszelkova,Mistfen Reach,Thriving,27.5,7.9,48.8,50.2
FX-5370,Palepear,Mistfen Reach,Waning,13.6,7.1,32.6,45.0
FX-5371,Verdant Ash,Sunspire Heights,Radiant,20.6,18.2,80.6,53.7
FX-5372,Ghostplane,Sunspire Heights,Radiant,23.8,34.0,75.4,55.5
FX-5373,Whispering Linden,Mistfen Reach,Thriving,25.4,21.0,44.2,43.5
FX-5374,Duskmaple,Cragside,Thriving,19.1,18.9,46.3,66.0
FX-5375,Verdant Ash,Sunspire Heights,Waning,20.8,17.8,29.0,54.9
FX-5376,Palepear,Hollowdeep,Thriving,10.9,7.7,51.3,41.4
FX-5377,Thornlace,Sunspire Heights,Waning,17.0,13.7,26.3,50.6
FX-5378,Whispering Linden,Cragside,Thriving,22.9,17.6,58.0,45.5
FX-5379,Ghostplane,Mistfen Reach,Thriving,18.6,38.0,54.6,46.6
FX-5380,Bloomspire,Cragside,Thriving,24.5,34.9,60.3,69.2
FX-5381,Thornlace,Sunspire Heights,Thriving,15.2,12.0,48.5,61.1
FX-5382,Duskmaple,Hollowdeep,Thriving,11.6,20.9,44.6,63.3
FX-5383,Goldfan Ginko,Cragside,Thriving,33.4,21.1,61.3,67.8
FX-5384,Ironcrown Oak,Sunspire Heights,Radiant,32.8,30.7,69.4,68.5
FX-5385,Ghostplane,Hollowdeep,Radiant,15.7,31.9,84.3,40.7
FX-5386,Emberoak,Cragside,Thriving,33.6,19.2,64.5,68.1
FX-5387,Glasszelkova,Sunspire Heights,Husk,38.6,5.2,11.4,50.6
FX-5388,Whispering Linden,Sunspire Heights,Radiant,29.8,18.9,76.3,53.2
FX-5389,Palepear,Hollowdeep,Waning,10.4,14.5,26.5,40.9
FX-5390,Emberoak,Cragside,Thriving,30.6,27.9,55.4,72.1
FX-5391,Palepear,Mistfen Reach,Waning,14.3,7.0,28.0,45.0
FX-5392,Ghostplane,Mistfen Reach,Radiant,19.1,35.5,81.9,50.8
FX-5393,Glasszelkova,Sunspire Heights,Thriving,36.7,13.2,65.3,55.0
FX-5394,Emberoak,Mistfen Reach,Thriving,30.9,32.3,61.4,67.0
FX-5395,Bloomspire,Cragside,Thriving,24.0,38.1,43.2,71.6
FX-5396,Verdant Ash,Hollowdeep,Thriving,17.1,16.9,59.4,42.7
FX-5397,Ghostplane,Sunspire Heights,Thriving,20.9,34.2,62.4,58.1
FX-5398,Verdant Ash,Sunspire Heights,Thriving,23.4,21.6,52.8,51.0
FX-5399,Thornlace,Mistfen Reach,Waning,13.3,15.0,36.2,49.0
FX-5400,Emberoak,Cragside,Radiant,31.6,26.8,80.5,70.0
FX-5401,Ghostplane,Mistfen Reach,Radiant,19.3,30.7,88.0,46.2
FX-5402,Coralmaple,Cragside,Radiant,31.1,23.6,85.2,69.4
FX-5403,Duskmaple,Mistfen Reach,Waning,16.1,27.3,27.6,63.7
FX-5404,Whispering Linden,Mistfen Reach,Radiant,22.8,18.7,82.3,51.5
FX-5405,Palepear,Mistfen Reach,Husk,12.9,9.5,3.4,47.4
FX-5406,Ghostplane,Mistfen Reach,Thriving,23.2,35.5,55.2,40.9
FX-5407,Emberoak,Mistfen Reach,Radiant,29.2,33.5,80.7,68.6
FX-5408,Verdant Ash,Mistfen Reach,Waning,13.5,23.0,45.0,45.8
FX-5409,Coralmaple,Cragside,Waning,34.5,24.6,18.9,68.8
FX-5410,Glasszelkova,Cragside,Thriving,29.4,15.8,59.0,50.6
FX-5411,Whispering Linden,Mistfen Reach,Waning,26.0,15.8,24.0,40.9
FX-5412,Duskmaple,Cragside,Radiant,21.6,22.2,78.5,66.0
FX-5413,Whispering Linden,Mistfen Reach,Thriving,24.3,18.3,58.1,42.9
FX-5414,Goldfan Ginko,Sunspire Heights,Radiant,38.3,18.4,69.0,72.5
FX-5415,Emberoak,Sunspire Heights,Waning,31.5,25.7,27.4,76.8
FX-5416,Whispering Linden,Sunspire Heights,Thriving,32.3,18.4,51.4,55.5
FX-5417,Bloomspire,Mistfen Reach,Waning,19.5,32.9,35.7,58.3
FX-5418,Goldfan Ginko,Mistfen Reach,Waning,31.9,17.9,25.1,61.4
FX-5419,Coralmaple,Mistfen Reach,Thriving,30.1,20.4,58.4,67.9
FX-5420,Palepear,Sunspire Heights,Husk,16.4,8.7,8.9,49.1
FX-5421,Palepear,Hollowdeep,Thriving,8.7,7.7,55.2,39.5
FX-5422,Coralmaple,Mistfen Reach,Thriving,31.8,20.7,43.1,62.2
FX-5423,Glasszelkova,Sunspire Heights,Radiant,33.2,10.9,96.4,55.2
FX-5424,Whispering Linden,Sunspire Heights,Thriving,28.8,11.5,47.8,50.1
FX-5425,Whispering Linden,Sunspire Heights,Waning,33.3,15.9,30.8,54.0
FX-5426,Verdant Ash,Sunspire Heights,Thriving,22.6,24.6,52.8,51.7
FX-5427,Glasszelkova,Sunspire Heights,Husk,32.4,15.4,0.0,53.9
FX-5428,Ironcrown Oak,Mistfen Reach,Thriving,27.4,28.3,59.0,62.6
FX-5429,Ghostplane,Mistfen Reach,Thriving,19.3,30.8,52.9,43.3
FX-5430,Goldfan Ginko,Cragside,Thriving,35.4,12.7,55.1,66.0
FX-5431,Emberoak,Mistfen Reach,Radiant,25.8,30.6,81.8,69.3
FX-5432,Bloomspire,Cragside,Thriving,23.5,38.1,59.2,63.5
FX-5433,Duskmaple,Mistfen Reach,Radiant,18.1,21.9,74.3,66.9
FX-5434,Duskmaple,Hollowdeep,Thriving,19.1,29.2,52.2,67.6
FX-5435,Duskmaple,Mistfen Reach,Husk,15.4,22.5,8.9,59.4
FX-5436,Goldfan Ginko,Mistfen Reach,Thriving,37.2,13.6,58.2,66.8
FX-5437,Whispering Linden,Hollowdeep,Radiant,27.8,12.8,92.7,36.4
FX-5438,Goldfan Ginko,Mistfen Reach,Radiant,31.6,11.9,81.1,66.9
FX-5439,Whispering Linden,Sunspire Heights,Thriving,25.6,12.8,46.3,52.8
FX-5440,Emberoak,Cragside,Thriving,32.0,25.8,51.2,73.0
FX-5441,Goldfan Ginko,Cragside,Thriving,30.6,9.5,53.7,65.2
FX-5442,Verdant Ash,Sunspire Heights,Waning,24.0,15.9,29.7,53.9
FX-5443,Emberoak,Cragside,Thriving,27.6,24.0,54.6,64.7
FX-5444,Whispering Linden,Sunspire Heights,Thriving,30.4,20.4,56.7,58.0
FX-5445,Thornlace,Sunspire Heights,Thriving,23.7,7.7,58.3,54.2
FX-5446,Ghostplane,Mistfen Reach,Radiant,13.6,36.5,76.4,48.5
FX-5447,Ghostplane,Sunspire Heights,Husk,22.5,30.5,7.9,52.2
FX-5448,Ghostplane,Sunspire Heights,Thriving,22.2,30.5,51.9,57.7
FX-5449,Glasszelkova,Mistfen Reach,Thriving,24.8,10.8,64.4,45.6
FX-5450,Bloomspire,Hollowdeep,Radiant,25.7,37.5,77.1,63.7
FX-5451,Bloomspire,Mistfen Reach,Thriving,17.7,36.6,65.0,64.4
FX-5452,Goldfan Ginko,Hollowdeep,Thriving,30.4,16.7,67.6,60.0
FX-5453,Coralmaple,Mistfen Reach,Waning,32.5,21.0,25.1,67.3
FX-5454,Bloomspire,Mistfen Reach,Thriving,21.9,37.7,50.1,61.8
FX-5455,Emberoak,Mistfen Reach,Thriving,23.7,25.1,57.9,66.1
FX-5456,Thornlace,Hollowdeep,Thriving,10.4,9.2,46.0,45.3
FX-5457,Bloomspire,Mistfen Reach,Thriving,24.3,36.3,59.3,66.2
FX-5458,Whispering Linden,Sunspire Heights,Radiant,22.8,13.8,84.4,55.8
FX-5459,Palepear,Hollowdeep,Radiant,9.7,6.2,72.2,47.0
FX-5460,Ghostplane,Sunspire Heights,Radiant,28.3,29.0,77.6,51.0
FX-5461,Whispering Linden,Sunspire Heights,Thriving,33.4,15.5,60.1,56.7
FX-5462,Palepear,Sunspire Heights,Thriving,19.8,17.3,56.9,57.4
FX-5463,Whispering Linden,Mistfen Reach,Radiant,23.7,12.0,74.8,52.1
FX-5464,Ironcrown Oak,Sunspire Heights,Thriving,31.7,36.8,65.4,74.0
FX-5465,Coralmaple,Cragside,Thriving,35.4,15.6,50.2,66.5
FX-5466,Whispering Linden,Mistfen Reach,Waning,25.4,15.1,35.7,42.2
FX-5467,Coralmaple,Hollowdeep,Waning,27.6,16.9,30.2,59.3
FX-5468,Thornlace,Hollowdeep,Thriving,11.8,13.3,55.9,39.6
FX-5469,Coralmaple,Sunspire Heights,Radiant,36.0,20.0,78.8,74.7
FX-5470,Thornlace,Sunspire Heights,Thriving,21.5,8.5,64.6,52.2
FX-5471,Emberoak,Sunspire Heights,Thriving,30.5,26.7,51.6,72.5
FX-5472,Ironcrown Oak,Cragside,Waning,25.2,27.2,29.4,62.6
FX-5473,Duskmaple,Mistfen Reach,Radiant,20.5,27.3,78.5,70.4
FX-5474,Whispering Linden,Sunspire Heights,Thriving,32.7,19.0,50.2,48.6
FX-5475,Thornlace,Sunspire Heights,Radiant,25.2,12.0,82.2,54.8
FX-5476,Coralmaple,Mistfen Reach,Radiant,32.8,21.7,70.1,69.5
FX-5477,Verdant Ash,Sunspire Heights,Radiant,23.9,18.6,73.8,53.9
FX-5478,Palepear,Sunspire Heights,Husk,13.7,10.5,12.2,53.3
FX-5479,Glasszelkova,Hollowdeep,Radiant,29.1,11.1,75.5,42.2
FX-5480,Ironcrown Oak,Mistfen Reach,Husk,20.3,29.3,12.0,61.0
FX-5481,Palepear,Sunspire Heights,Radiant,20.0,8.5,84.7,51.1
FX-5482,Duskmaple,Mistfen Reach,Thriving,16.0,22.4,64.4,65.3
FX-5483,Whispering Linden,Mistfen Reach,Thriving,26.6,16.5,55.8,47.7
FX-5484,Coralmaple,Mistfen Reach,Thriving,28.5,16.8,51.3,57.4
FX-5485,Goldfan Ginko,Mistfen Reach,Radiant,28.8,12.0,72.0,71.2
FX-5486,Glasszelkova,Mistfen Reach,Thriving,33.3,9.2,67.0,42.4
FX-5487,Coralmaple,Hollowdeep,Thriving,26.1,16.8,57.4,63.5
FX-5488,Coralmaple,Cragside,Radiant,30.7,21.6,80.3,66.6
FX-5489,Thornlace,Mistfen Reach,Radiant,19.6,9.4,89.8,51.1
FX-5490,Whispering Linden,Sunspire Heights,Thriving,27.8,11.9,62.1,50.4
FX-5491,Palepear,Mistfen Reach,Thriving,15.2,6.3,56.7,40.3
FX-5492,Palepear,Sunspire Heights,Radiant,18.3,13.9,85.7,52.9
FX-5493,Coralmaple,Cragside,Radiant,32.8,19.8,81.9,69.2
FX-5494,Bloomspire,Sunspire Heights,Radiant,21.8,36.6,65.1,73.7
FX-5495,Glasszelkova,Sunspire Heights,Radiant,28.7,11.4,76.6,55.1
FX-5496,Goldfan Ginko,Mistfen Reach,Waning,33.2,9.5,31.1,63.9
FX-5497,Goldfan Ginko,Cragside,Waning,37.1,17.9,16.7,65.2
FX-5498,Duskmaple,Mistfen Reach,Radiant,20.0,24.0,88.0,67.1
FX-5499,Bloomspire,Cragside,Thriving,20.4,30.1,57.4,69.8
FX-5500,Goldfan Ginko,Mistfen Reach,Thriving,31.4,13.9,56.0,69.7
FX-5501,Glasszelkova,Mistfen Reach,Husk,26.4,17.7,0.0,44.6
FX-5502,Goldfan Ginko,Cragside,Radiant,31.8,14.8,73.9,72.4
FX-5503,Emberoak,Cragside,Thriving,27.9,28.6,43.5,67.4
FX-5504,Duskmaple,Mistfen Reach,Thriving,15.1,24.7,56.8,69.9
FX-5505,Emberoak,Mistfen Reach,Radiant,30.8,29.0,80.4,65.8
FX-5506,Ghostplane,Sunspire Heights,Thriving,23.9,29.5,58.0,55.1
FX-5507,Glasszelkova,Hollowdeep,Husk,27.2,11.1,0.0,36.1
FX-5508,Ironcrown Oak,Cragside,Thriving,24.6,31.0,48.9,68.8
FX-5509,Verdant Ash,Hollowdeep,Thriving,17.5,16.8,63.1,42.5
FX-5510,Emberoak,Mistfen Reach,Thriving,27.6,26.5,58.0,67.7
FX-5511,Coralmaple,Mistfen Reach,Radiant,32.8,20.3,83.6,71.0
FX-5512,Glasszelkova,Hollowdeep,Thriving,26.4,8.2,63.3,44.3
FX-5513,Duskmaple,Hollowdeep,Radiant,11.3,24.8,76.3,61.7
FX-5514,Palepear,Mistfen Reach,Waning,12.2,9.5,40.4,41.8
FX-5515,Thornlace,Mistfen Reach,Thriving,16.5,11.2,46.3,48.7
FX-5516,Glasszelkova,Sunspire Heights,Thriving,37.0,8.6,47.6,57.7
FX-5517,Whispering Linden,Cragside,Waning,26.7,15.5,15.6,48.9
FX-5518,Bloomspire,Mistfen Reach,Waning,20.4,34.9,29.8,60.7
FX-5519,Glasszelkova,Sunspire Heights,Thriving,29.8,12.6,64.5,55.8
FX-5520,Verdant Ash,Mistfen Reach,Radiant,25.6,23.7,82.0,46.5
FX-5521,Duskmaple,Mistfen Reach,Thriving,20.4,24.7,59.1,72.0
FX-5522,Verdant Ash,Mistfen Reach,Thriving,17.6,18.1,56.1,42.6
FX-5523,Thornlace,Sunspire Heights,Thriving,17.7,17.8,69.3,53.3
FX-5524,Ironcrown Oak,Mistfen Reach,Waning,22.9,32.7,41.2,60.3
FX-5525,Coralmaple,Mistfen Reach,Thriving,29.5,18.7,49.4,61.1
FX-5526,Whispering Linden,Hollowdeep,Thriving,23.9,13.7,51.5,42.4
FX-5527,Thornlace,Mistfen Reach,Radiant,14.3,12.9,85.7,43.6
FX-5528,Whispering Linden,Mistfen Reach,Thriving,28.2,21.5,55.7,47.9
FX-5529,Verdant Ash,Mistfen Reach,Radiant,18.7,22.4,80.1,49.7
FX-5530,Ghostplane,Sunspire Heights,Thriving,22.3,32.7,50.6,53.7
FX-5531,Ghostplane,Sunspire Heights,Thriving,20.1,31.7,66.5,52.1
FX-5532,Thornlace,Sunspire Heights,Radiant,19.4,13.6,86.9,59.4
FX-5533,Whispering Linden,Sunspire Heights,Thriving,24.8,18.5,60.6,52.6
FX-5534,Ghostplane,Sunspire Heights,Thriving,21.5,32.2,52.9,50.6
FX-5535,Bloomspire,Cragside,Thriving,21.7,38.3,54.9,67.4
FX-5536,Goldfan Ginko,Hollowdeep,Radiant,31.7,10.9,83.0,64.9
FX-5537,Goldfan Ginko,Cragside,Thriving,32.2,19.2,54.7,65.8
FX-5538,Ghostplane,Sunspire Heights,Thriving,28.4,31.9,53.8,50.2
FX-5539,Whispering Linden,Sunspire Heights,Waning,28.9,13.9,37.1,50.2
FX-5540,Glasszelkova,Sunspire Heights,Radiant,36.8,12.2,76.4,56.3
FX-5541,Ghostplane,Sunspire Heights,Radiant,23.6,35.0,87.1,55.2
FX-5542,Verdant Ash,Mistfen Reach,Thriving,14.6,22.9,58.4,41.8
FX-5543,Coralmaple,Cragside,Waning,32.9,23.1,21.4,68.7
FX-5544,Thornlace,Sunspire Heights,Radiant,18.3,14.0,89.7,57.5
FX-5545,Ghostplane,Sunspire Heights,Thriving,22.3,35.2,44.7,58.0
FX-5546,Thornlace,Sunspire Heights,Thriving,21.3,8.7,51.4,57.3
FX-5547,Glasszelkova,Hollowdeep,Thriving,27.0,7.5,63.7,39.5
FX-5548,Palepear,Sunspire Heights,Thriving,20.5,6.2,54.9,53.6
FX-5549,Emberoak,Mistfen Reach,Thriving,25.8,26.8,58.3,62.1
FX-5550,Ghostplane,Sunspire Heights,Thriving,23.6,32.3,61.9,53.1
FX-5551,Ironcrown Oak,Mistfen Reach,Radiant,22.4,31.9,78.6,64.6
FX-5552,Ghostplane,Sunspire Heights,Waning,22.1,30.2,26.5,56.8
FX-5553,Thornlace,Sunspire Heights,Radiant,13.8,13.7,79.4,49.2
FX-5554,Duskmaple,Cragside,Radiant,21.6,26.6,90.2,66.5
FX-5555,Thornlace,Sunspire Heights,Radiant,15.6,12.9,78.2,58.6
FX-5556,Ironcrown Oak,Mistfen Reach,Thriving,25.6,34.2,57.9,64.6
FX-5557,Goldfan Ginko,Mistfen Reach,Thriving,35.0,10.5,41.5,64.7
FX-5558,Duskmaple,Mistfen Reach,Waning,18.5,24.1,34.5,68.8
FX-5559,Verdant Ash,Sunspire Heights,Thriving,21.5,16.0,61.9,56.9
FX-5560,Thornlace,Sunspire Heights,Thriving,16.9,13.7,56.3,48.1
FX-5561,Duskmaple,Hollowdeep,Thriving,12.8,20.1,62.6,63.6
FX-5562,Glasszelkova,Sunspire Heights,Thriving,32.9,17.9,55.3,55.6
FX-5563,Glasszelkova,Mistfen Reach,Radiant,32.7,8.6,82.1,42.0
FX-5564,Ghostplane,Mistfen Reach,Thriving,21.7,32.3,56.5,41.5
FX-5565,Duskmaple,Cragside,Waning,19.6,24.2,26.1,71.6
FX-5566,Whispering Linden,Sunspire Heights,Thriving,34.6,17.8,54.5,56.7
FX-5567,Coralmaple,Hollowdeep,Thriving,26.1,20.4,52.5,63.8
FX-5568,Verdant Ash,Sunspire Heights,Radiant,23.3,19.7,77.5,52.9
FX-5569,Ironcrown Oak,Mistfen Reach,Waning,28.3,23.9,35.6,60.4
FX-5570,Whispering Linden,Mistfen Reach,Thriving,22.4,17.2,49.2,49.1
FX-5571,Coralmaple,Mistfen Reach,Radiant,31.4,20.2,80.6,64.1
