amphora_id,type,region,varietal,vintage,fixed_acidity,volatile_acidity,residual_sugar,chlorides,pH,sulphates,alcohol,quality_score
AMPH-3094,red,Thasos,Helvola,-246,7.821,0.498,0.71,0.076,3.29,0.359,10.8,6.22
AMPH-3095,white,Thasos,Duracina,-246,8.489,0.356,8.8,0.056,3.12,0.494,10.25,7.03
AMPH-3096,white,Thasos,Helvola,-246,6.216,0.227,7.72,0.054,3.15,0.383,10.55,6.74
AMPH-3097,red,Chios,Eugenia,-245,7.497,0.539,2.34,0.094,3.28,0.554,9.2,7.35
AMPH-3098,white,Rhodes,Duracina,-246,6.838,0.307,5.12,0.059,3.15,0.618,9.57,5.05
AMPH-3099,red,Rhodes,Helvola,-247,8.161,0.573,3.3,0.097,3.16,0.851,11.57,5.54
AMPH-3100,red,Chios,Aminean,-246,8.138,0.541,3.4,0.084,3.28,0.691,11.81,7.67
AMPH-3101,white,Kos,Aminean,-247,7.374,0.215,8.61,0.053,3.28,0.425,12.21,8.06
AMPH-3102,white,Thasos,Argitis,-247,5.817,0.273,6.75,0.038,3.19,0.69,14.09,6.82
AMPH-3103,red,Thasos,Helvola,-245,7.767,0.465,0.87,0.09,3.29,0.582,10.68,6.41
AMPH-3104,red,Thasos,Argitis,-247,8.921,0.549,4.53,0.097,3.35,0.771,13.16,6.62
AMPH-3105,red,Rhodes,Duracina,-247,8.157,0.51,2.61,0.074,3.29,0.683,8.85,5.22
AMPH-3106,red,Thasos,Duracina,-246,8.413,0.501,2.14,0.072,3.32,0.346,10.06,6.04
AMPH-3107,red,Kos,Argitis,-246,8.528,0.545,0.6,0.087,3.35,0.768,14.21,5.32
AMPH-3108,white,Kos,Apian,-245,7.17,0.342,6.83,0.05,3.21,0.4,11.44,8.4
AMPH-3109,red,Rhodes,Argitis,-245,9.134,0.545,1.92,0.083,3.41,0.784,12.94,5.63
AMPH-3110,white,Kos,Duracina,-247,8.68,0.3,8.24,0.033,3.15,0.421,9.96,5.65
AMPH-3111,red,Kos,Argitis,-245,9.273,0.507,0.6,0.102,3.14,0.513,13.79,5.29
AMPH-3112,white,Thasos,Duracina,-247,6.786,0.298,7.55,0.027,3.04,0.407,9.71,5.99
AMPH-3113,white,Kos,Eugenia,-246,6.017,0.255,5.97,0.05,3.23,0.429,10.5,9.04
AMPH-3114,red,Thasos,Argitis,-247,6.829,0.501,1.54,0.104,3.24,0.546,13.99,5.93
AMPH-3115,white,Kos,Argitis,-247,7.574,0.361,6.63,0.061,3.11,0.215,14.23,5.18
AMPH-3116,red,Chios,Apian,-247,9.47,0.488,3.63,0.092,3.11,0.771,12.48,8.15
AMPH-3117,white,Rhodes,Aminean,-246,7.384,0.248,5.21,0.042,3.17,0.543,12.49,8.46
AMPH-3118,white,Chios,Apian,-245,6.225,0.278,5.75,0.036,3.29,0.511,11.71,7.09
AMPH-3119,red,Thasos,Argitis,-247,7.745,0.488,1.78,0.085,3.26,0.646,13.99,5.95
AMPH-3120,white,Rhodes,Aminean,-246,6.081,0.203,6.19,0.055,3.25,0.365,12.55,8.26
AMPH-3121,white,Chios,Aminean,-245,6.826,0.265,4.6,0.043,3.18,0.691,12.86,7.98
AMPH-3122,red,Rhodes,Helvola,-247,8.432,0.512,0.97,0.094,3.4,0.596,10.61,5.01
AMPH-3123,red,Kos,Helvola,-247,7.926,0.615,3.95,0.098,3.32,0.583,10.87,5.2
AMPH-3124,red,Rhodes,Argitis,-247,7.896,0.532,3.76,0.088,3.21,0.861,13.97,4.41
AMPH-3125,red,Kos,Aminean,-246,9.458,0.514,3.82,0.081,3.28,0.56,12.96,8.32
AMPH-3126,white,Kos,Aminean,-247,6.627,0.228,5.11,0.05,3.14,0.322,12.0,8.28
AMPH-3127,white,Thasos,Argitis,-245,6.665,0.245,4.23,0.036,3.07,0.353,13.82,6.03
AMPH-3128,red,Thasos,Duracina,-246,8.088,0.596,0.6,0.079,3.41,0.728,9.7,5.84
AMPH-3129,red,Rhodes,Helvola,-247,8.509,0.587,2.17,0.085,3.35,0.567,11.24,4.6
AMPH-3130,red,Chios,Apian,-246,8.883,0.655,2.95,0.092,3.36,0.634,11.56,7.66
AMPH-3131,red,Rhodes,Eugenia,-247,8.502,0.453,2.47,0.095,3.34,0.552,10.04,7.35
AMPH-3132,red,Rhodes,Aminean,-245,9.314,0.483,4.01,0.097,3.23,0.598,12.7,7.77
AMPH-3133,white,Kos,Argitis,-245,6.97,0.294,6.63,0.067,3.21,0.478,13.46,4.71
AMPH-3134,white,Rhodes,Apian,-247,7.373,0.285,4.08,0.039,3.18,0.41,10.02,7.07
AMPH-3135,red,Thasos,Duracina,-246,8.498,0.488,1.3,0.082,3.33,0.608,9.36,6.06
AMPH-3136,white,Thasos,Helvola,-247,6.861,0.223,7.68,0.052,3.34,0.695,10.49,5.74
AMPH-3137,white,Thasos,Helvola,-246,7.46,0.331,7.19,0.054,3.17,0.496,11.67,5.91
AMPH-3138,white,Kos,Argitis,-246,6.618,0.283,5.91,0.041,3.21,0.607,13.36,5.49
AMPH-3139,white,Rhodes,Argitis,-246,7.654,0.256,8.01,0.06,3.27,0.522,14.32,5.51
AMPH-3140,white,Kos,Duracina,-245,7.144,0.251,4.66,0.052,3.14,0.33,9.53,6.41
AMPH-3141,white,Chios,Eugenia,-245,7.673,0.269,9.42,0.053,3.22,0.637,10.33,7.32
AMPH-3142,white,Kos,Helvola,-245,4.862,0.306,6.85,0.025,3.16,0.435,10.86,5.59
AMPH-3143,white,Thasos,Duracina,-245,7.429,0.199,5.68,0.056,3.27,0.515,9.94,6.3
AMPH-3144,white,Thasos,Aminean,-246,6.836,0.222,6.4,0.051,3.28,0.375,12.18,8.88
AMPH-3145,red,Rhodes,Argitis,-246,8.709,0.602,1.03,0.094,3.17,0.611,13.29,5.33
AMPH-3146,white,Rhodes,Argitis,-246,6.05,0.231,7.21,0.059,3.2,0.316,13.67,4.77
AMPH-3147,red,Kos,Eugenia,-247,8.459,0.506,3.41,0.08,3.18,0.461,10.08,8.14
AMPH-3148,red,Rhodes,Duracina,-245,9.501,0.501,1.11,0.077,3.31,0.482,9.72,5.72
AMPH-3149,white,Kos,Helvola,-246,7.755,0.25,6.35,0.054,3.08,0.418,10.75,4.8
AMPH-3150,white,Chios,Aminean,-247,7.057,0.302,6.87,0.04,3.22,0.575,12.64,7.3
AMPH-3151,white,Thasos,Helvola,-245,6.759,0.235,6.85,0.06,3.09,0.464,10.78,5.71
AMPH-3152,white,Rhodes,Argitis,-247,7.122,0.412,7.52,0.049,3.27,0.378,14.66,4.97
AMPH-3153,white,Chios,Eugenia,-245,6.609,0.301,8.03,0.047,3.2,0.566,9.91,7.75
AMPH-3154,white,Chios,Apian,-247,6.625,0.275,5.04,0.06,3.15,0.5,11.1,7.79
AMPH-3155,red,Kos,Helvola,-247,8.337,0.51,3.09,0.071,3.27,0.611,10.55,5.95
AMPH-3156,white,Kos,Helvola,-245,7.827,0.249,5.96,0.057,3.17,0.724,11.08,4.84
AMPH-3157,white,Kos,Eugenia,-247,7.106,0.326,4.36,0.036,3.24,0.872,10.6,7.8
AMPH-3158,red,Rhodes,Helvola,-245,7.651,0.523,1.51,0.089,3.44,0.503,11.13,5.39
AMPH-3159,white,Rhodes,Aminean,-246,8.103,0.245,5.35,0.034,3.14,0.464,12.3,8.02
AMPH-3160,red,Chios,Apian,-245,8.347,0.558,4.34,0.083,3.43,0.825,11.65,7.67
AMPH-3161,white,Thasos,Argitis,-245,6.45,0.316,5.97,0.038,3.35,0.523,13.72,5.89
AMPH-3162,white,Chios,Apian,-247,6.662,0.276,5.87,0.056,3.19,0.491,11.15,7.53
AMPH-3163,white,Rhodes,Helvola,-246,6.653,0.37,7.26,0.05,3.14,0.494,11.47,5.75
AMPH-3164,white,Chios,Eugenia,-247,6.988,0.28,6.61,0.047,3.15,0.248,10.22,7.86
AMPH-3165,white,Chios,Argitis,-245,7.257,0.257,6.91,0.053,3.1,0.606,14.49,5.39
AMPH-3166,red,Kos,Aminean,-245,9.158,0.607,1.64,0.103,3.23,0.579,12.51,8.02
AMPH-3167,white,Kos,Duracina,-247,6.753,0.251,7.66,0.049,3.04,0.478,10.24,5.36
AMPH-3168,red,Rhodes,Eugenia,-246,7.774,0.53,2.13,0.054,3.42,0.545,10.1,7.74
AMPH-3169,white,Kos,Argitis,-245,5.347,0.385,9.43,0.061,3.21,0.514,13.38,5.78
AMPH-3170,white,Thasos,Argitis,-245,7.24,0.313,5.96,0.037,3.18,0.564,14.28,6.33
AMPH-3171,white,Kos,Helvola,-247,6.858,0.249,4.89,0.056,3.14,0.602,10.89,5.12
AMPH-3172,white,Kos,Apian,-246,7.652,0.345,7.36,0.032,3.08,0.508,12.46,8.43
AMPH-3173,white,Rhodes,Eugenia,-245,6.176,0.314,5.75,0.043,3.23,0.39,9.21,7.74
AMPH-3174,white,Chios,Apian,-245,6.76,0.256,8.18,0.048,3.18,0.379,11.78,8.11
AMPH-3175,red,Chios,Aminean,-245,7.828,0.502,2.92,0.085,3.46,0.972,12.41,8.02
AMPH-3176,red,Rhodes,Duracina,-246,8.192,0.552,2.5,0.089,3.46,0.776,9.82,5.68
AMPH-3177,white,Rhodes,Duracina,-245,6.233,0.229,5.54,0.044,3.1,0.324,10.32,6.02
AMPH-3178,white,Chios,Aminean,-246,6.795,0.306,7.11,0.052,3.24,0.321,12.53,7.95
AMPH-3179,white,Rhodes,Helvola,-245,7.192,0.308,8.35,0.054,3.14,0.515,10.29,5.17
AMPH-3180,white,Thasos,Eugenia,-245,6.768,0.259,6.68,0.047,3.13,0.741,10.36,9.01
AMPH-3181,red,Chios,Helvola,-247,8.426,0.478,3.29,0.082,3.33,0.701,11.1,4.6
AMPH-3182,red,Thasos,Duracina,-247,8.187,0.55,2.19,0.097,3.26,0.707,9.65,5.71
AMPH-3183,white,Chios,Eugenia,-246,7.404,0.354,7.32,0.042,3.32,0.324,9.69,7.94
AMPH-3184,white,Rhodes,Eugenia,-247,7.205,0.196,6.81,0.049,3.16,0.716,9.78,7.81
AMPH-3185,white,Thasos,Argitis,-246,7.173,0.305,8.16,0.04,3.08,0.57,14.01,5.95
AMPH-3186,red,Chios,Argitis,-245,8.552,0.543,2.26,0.08,3.28,0.65,14.33,5.31
AMPH-3187,white,Kos,Eugenia,-245,6.399,0.243,7.04,0.045,3.07,0.542,9.73,8.78
AMPH-3188,red,Kos,Aminean,-247,8.366,0.56,1.37,0.091,3.3,0.731,12.06,8.3
AMPH-3189,red,Rhodes,Helvola,-246,8.08,0.576,0.6,0.08,3.52,0.783,10.68,5.29
AMPH-3190,red,Kos,Eugenia,-247,7.714,0.593,3.58,0.089,3.43,0.958,9.81,8.04
AMPH-3191,red,Chios,Eugenia,-246,8.656,0.546,3.43,0.085,3.2,0.607,10.7,8.09
AMPH-3192,white,Rhodes,Aminean,-245,6.492,0.243,6.55,0.053,3.1,0.561,11.45,7.89
AMPH-3193,white,Kos,Duracina,-246,5.682,0.301,7.93,0.028,3.15,0.2,9.97,5.04
AMPH-3194,red,Kos,Eugenia,-247,7.494,0.519,4.1,0.09,3.32,0.706,10.71,8.72
AMPH-3195,red,Kos,Apian,-247,8.255,0.611,3.07,0.083,3.19,0.878,10.88,8.43
AMPH-3196,red,Thasos,Aminean,-245,9.299,0.546,5.77,0.088,3.4,0.634,11.71,8.73
AMPH-3197,red,Chios,Eugenia,-245,8.354,0.57,3.78,0.066,3.4,0.715,10.37,7.52
AMPH-3198,white,Chios,Apian,-245,7.482,0.177,7.78,0.053,3.07,0.584,11.62,8.12
AMPH-3199,white,Kos,Aminean,-247,7.214,0.274,7.02,0.048,3.26,0.577,12.16,7.98
AMPH-3200,white,Thasos,Helvola,-247,6.041,0.287,8.06,0.05,3.22,0.632,11.8,6.09
AMPH-3201,white,Kos,Eugenia,-247,7.395,0.321,5.04,0.028,3.2,0.719,10.23,7.9
AMPH-3202,red,Kos,Eugenia,-246,9.163,0.55,0.79,0.095,3.41,0.645,10.62,8.22
AMPH-3203,red,Kos,Aminean,-245,7.602,0.536,2.42,0.081,3.33,0.608,11.13,8.35
AMPH-3204,white,Kos,Aminean,-246,7.008,0.357,5.55,0.045,3.25,0.389,12.8,8.03
AMPH-3205,white,Chios,Apian,-247,7.402,0.332,6.2,0.053,3.26,0.473,11.13,7.44
AMPH-3206,white,Kos,Aminean,-245,6.016,0.37,5.23,0.045,3.17,0.33,12.88,7.5
AMPH-3207,white,Kos,Helvola,-245,6.1,0.301,7.88,0.041,3.16,0.411,10.88,5.3
AMPH-3208,white,Rhodes,Duracina,-245,6.736,0.353,6.85,0.031,3.08,0.499,9.8,5.1
AMPH-3209,red,Rhodes,Helvola,-245,7.707,0.516,2.45,0.078,3.29,0.572,10.82,5.25
AMPH-3210,red,Chios,Apian,-245,7.586,0.606,3.14,0.072,3.32,0.64,11.56,6.97
AMPH-3211,white,Chios,Apian,-246,5.987,0.291,3.45,0.051,3.35,0.501,11.56,7.63
AMPH-3212,white,Kos,Apian,-247,7.097,0.267,6.15,0.046,3.23,0.457,11.57,8.65
AMPH-3213,white,Chios,Aminean,-245,7.492,0.294,8.37,0.027,3.22,0.666,13.27,7.47
AMPH-3214,white,Thasos,Helvola,-246,6.72,0.252,5.67,0.057,3.25,0.502,10.95,6.04
AMPH-3215,white,Kos,Duracina,-247,6.611,0.298,6.04,0.038,3.22,0.441,9.56,5.92
AMPH-3216,white,Kos,Apian,-247,6.815,0.285,6.45,0.053,3.25,0.482,11.29,8.45
AMPH-3217,red,Chios,Aminean,-247,8.771,0.501,0.6,0.096,3.28,0.59,12.26,7.03
AMPH-3218,white,Rhodes,Helvola,-246,6.869,0.255,5.6,0.049,3.37,0.572,11.02,5.52
AMPH-3219,red,Rhodes,Apian,-245,7.625,0.584,2.08,0.081,3.33,0.377,11.47,8.15
AMPH-3220,white,Thasos,Duracina,-246,7.688,0.241,6.4,0.029,3.32,0.456,10.33,6.24
AMPH-3221,white,Kos,Helvola,-247,6.405,0.322,7.28,0.038,3.17,0.382,10.43,5.48
AMPH-3222,white,Kos,Argitis,-246,6.253,0.407,8.11,0.033,3.24,0.324,13.86,5.33
AMPH-3223,red,Chios,Apian,-245,8.078,0.443,3.24,0.096,3.26,0.657,11.27,7.27
AMPH-3224,red,Rhodes,Argitis,-246,8.843,0.542,3.09,0.072,3.47,0.707,13.87,4.93
AMPH-3225,white,Kos,Apian,-247,7.424,0.182,6.71,0.048,3.19,0.378,11.46,8.5
AMPH-3226,red,Chios,Apian,-245,8.254,0.564,0.6,0.102,3.4,0.723,11.4,7.52
AMPH-3227,red,Chios,Apian,-246,8.27,0.697,4.8,0.101,3.47,0.96,11.23,7.6
AMPH-3228,red,Rhodes,Aminean,-247,8.28,0.524,4.75,0.076,3.29,0.5,12.03,7.51
AMPH-3229,white,Rhodes,Helvola,-245,6.437,0.278,7.51,0.034,3.16,0.4,11.73,4.93
AMPH-3230,white,Thasos,Helvola,-246,5.276,0.321,7.08,0.047,3.06,0.553,11.57,6.42
AMPH-3231,red,Rhodes,Helvola,-247,9.303,0.643,3.92,0.086,3.27,0.599,10.91,5.54
AMPH-3232,white,Kos,Eugenia,-247,6.582,0.309,6.14,0.038,3.39,0.352,10.53,8.19
AMPH-3233,white,Thasos,Helvola,-245,7.737,0.226,4.29,0.05,3.22,0.452,10.9,5.81
AMPH-3234,white,Rhodes,Helvola,-247,7.299,0.268,5.32,0.049,3.25,0.416,11.71,5.36
AMPH-3235,red,Rhodes,Apian,-246,8.828,0.549,2.92,0.094,3.29,0.527,11.32,7.52
AMPH-3236,red,Thasos,Helvola,-246,8.004,0.581,2.83,0.089,3.27,0.658,11.18,5.64
AMPH-3237,red,Thasos,Helvola,-245,8.835,0.547,1.65,0.085,3.28,0.583,10.92,6.36
AMPH-3238,white,Kos,Argitis,-247,7.548,0.319,6.62,0.054,3.19,0.556,12.91,5.37
AMPH-3239,white,Thasos,Helvola,-247,8.279,0.309,4.64,0.05,3.18,0.256,10.77,6.8
AMPH-3240,red,Thasos,Helvola,-245,8.922,0.451,1.85,0.103,3.33,0.573,11.45,6.3
AMPH-3241,white,Kos,Aminean,-246,6.906,0.317,8.83,0.047,3.11,0.426,12.54,8.44
AMPH-3242,red,Chios,Aminean,-246,8.384,0.517,1.89,0.076,3.28,0.676,12.57,7.35
AMPH-3243,white,Chios,Aminean,-247,5.959,0.224,6.02,0.045,3.24,0.6,12.42,7.37
AMPH-3244,white,Thasos,Argitis,-247,6.912,0.328,8.47,0.041,3.01,0.379,13.97,6.98
AMPH-3245,red,Chios,Aminean,-247,7.63,0.691,5.95,0.095,3.27,0.864,12.87,7.37
AMPH-3246,white,Kos,Duracina,-246,6.955,0.235,6.43,0.053,3.21,0.442,10.41,6.35
AMPH-3247,red,Rhodes,Apian,-246,8.155,0.521,2.79,0.1,3.31,0.523,11.9,8.05
AMPH-3248,red,Rhodes,Apian,-246,7.99,0.511,1.17,0.088,3.25,0.475,12.12,8.14
AMPH-3249,red,Kos,Apian,-247,8.468,0.474,2.72,0.075,3.39,0.803,11.73,7.83
AMPH-3250,white,Chios,Apian,-245,7.633,0.272,5.92,0.041,3.3,0.727,11.37,7.85
AMPH-3251,red,Thasos,Argitis,-246,8.16,0.524,0.75,0.086,3.18,0.562,14.04,6.17
AMPH-3252,white,Kos,Argitis,-246,7.032,0.388,10.32,0.034,3.34,0.252,13.42,5.69
AMPH-3253,white,Thasos,Helvola,-247,7.797,0.343,6.39,0.065,3.1,0.571,11.86,6.05
AMPH-3254,red,Chios,Aminean,-246,7.622,0.563,3.34,0.084,3.45,0.77,12.29,7.97
AMPH-3255,red,Rhodes,Aminean,-245,7.118,0.564,0.9,0.091,3.32,0.803,12.75,8.05
AMPH-3256,white,Thasos,Duracina,-246,7.529,0.286,7.35,0.044,3.22,0.37,10.4,6.25
AMPH-3257,white,Thasos,Helvola,-246,7.003,0.322,7.67,0.032,3.13,0.402,10.64,6.25
AMPH-3258,red,Kos,Apian,-247,9.088,0.488,2.9,0.076,3.29,0.629,10.7,7.32
AMPH-3259,white,Thasos,Helvola,-247,6.668,0.266,7.49,0.046,3.11,0.58,11.78,6.65
AMPH-3260,red,Kos,Duracina,-245,7.621,0.631,2.32,0.08,3.35,0.238,9.83,5.6
AMPH-3261,white,Thasos,Helvola,-247,7.586,0.214,8.45,0.036,3.24,0.646,11.3,6.51
AMPH-3262,red,Kos,Apian,-247,8.113,0.475,2.16,0.09,3.26,0.27,11.62,8.46
AMPH-3263,red,Chios,Eugenia,-246,7.493,0.483,3.27,0.084,3.26,0.807,10.66,7.2
AMPH-3264,red,Kos,Helvola,-247,7.466,0.488,4.66,0.091,3.32,0.833,10.98,5.47
AMPH-3265,white,Kos,Argitis,-246,7.41,0.19,5.59,0.04,3.22,0.366,14.06,5.47
AMPH-3266,white,Kos,Argitis,-247,6.976,0.284,6.76,0.049,3.14,0.407,14.13,5.5
AMPH-3267,red,Chios,Duracina,-247,8.412,0.514,2.85,0.085,3.28,0.869,10.12,5.16
AMPH-3268,white,Rhodes,Eugenia,-246,7.746,0.301,3.81,0.052,3.18,0.685,10.88,7.68
AMPH-3269,white,Chios,Aminean,-245,7.724,0.296,6.69,0.041,3.16,0.501,11.87,8.48
AMPH-3270,white,Thasos,Argitis,-245,7.8,0.296,7.11,0.035,3.06,0.559,14.73,6.36
AMPH-3271,white,Kos,Helvola,-245,7.069,0.252,4.86,0.04,3.07,0.759,11.0,5.4
AMPH-3272,white,Thasos,Aminean,-245,6.728,0.225,7.1,0.031,3.24,0.551,12.39,8.4
AMPH-3273,red,Kos,Apian,-245,7.274,0.549,1.81,0.095,3.32,0.522,11.38,7.86
AMPH-3274,red,Chios,Eugenia,-245,8.077,0.51,1.27,0.089,3.25,0.382,10.88,7.52
AMPH-3275,red,Thasos,Helvola,-245,9.207,0.516,2.49,0.085,3.33,0.457,10.61,6.49
AMPH-3276,red,Chios,Eugenia,-245,9.449,0.516,4.56,0.089,3.27,0.571,10.76,7.22
AMPH-3277,white,Thasos,Helvola,-245,6.519,0.296,6.36,0.052,3.22,0.5,11.05,5.74
AMPH-3278,white,Thasos,Duracina,-246,6.411,0.29,7.98,0.032,3.11,0.445,10.14,6.34
AMPH-3279,white,Kos,Argitis,-247,7.899,0.267,8.52,0.046,3.18,0.404,13.26,5.82
AMPH-3280,red,Rhodes,Argitis,-247,9.038,0.556,4.31,0.083,3.39,0.54,13.5,5.68
AMPH-3281,red,Kos,Eugenia,-247,8.076,0.644,2.62,0.079,3.4,0.717,10.09,7.88
AMPH-3282,red,Chios,Aminean,-245,7.554,0.682,3.66,0.089,3.39,0.725,13.05,7.58
AMPH-3283,white,Rhodes,Argitis,-246,6.055,0.241,5.4,0.055,3.15,0.578,13.18,5.5
AMPH-3284,red,Kos,Eugenia,-247,8.7,0.527,1.69,0.076,3.33,0.719,9.38,7.61
AMPH-3285,white,Kos,Duracina,-245,7.528,0.24,6.79,0.043,3.22,0.572,9.52,5.6
AMPH-3286,red,Rhodes,Argitis,-247,8.011,0.524,1.56,0.099,3.24,0.76,13.72,5.62
AMPH-3287,white,Kos,Aminean,-247,6.42,0.376,6.37,0.029,3.14,0.525,12.55,7.58
AMPH-3288,red,Kos,Apian,-245,8.602,0.544,5.31,0.094,3.23,0.594,11.29,8.14
AMPH-3289,red,Rhodes,Duracina,-246,8.622,0.502,3.28,0.076,3.43,0.561,9.49,5.51
AMPH-3290,red,Kos,Duracina,-245,8.908,0.595,1.57,0.075,3.44,0.597,10.35,5.27
AMPH-3291,red,Rhodes,Helvola,-247,7.356,0.594,0.6,0.074,3.39,0.689,10.41,5.01
AMPH-3292,red,Thasos,Duracina,-247,8.925,0.551,2.74,0.076,3.29,0.799,9.43,7.33
AMPH-3293,white,Rhodes,Duracina,-246,7.049,0.26,4.58,0.059,3.17,0.538,10.17,5.41
AMPH-3294,red,Kos,Helvola,-247,8.573,0.499,3.96,0.079,3.39,0.786,10.49,5.89
AMPH-3295,white,Chios,Duracina,-246,6.124,0.225,7.92,0.032,3.2,0.444,9.33,5.56
AMPH-3296,white,Kos,Helvola,-245,7.488,0.186,5.56,0.075,3.17,0.324,11.41,6.11
AMPH-3297,red,Thasos,Aminean,-246,8.177,0.5,1.3,0.082,3.25,0.806,12.09,8.8
AMPH-3298,red,Thasos,Helvola,-247,7.499,0.535,0.79,0.095,3.34,0.819,10.93,6.14
AMPH-3299,red,Rhodes,Apian,-246,8.877,0.522,3.38,0.067,3.29,0.545,11.71,7.44
AMPH-3300,red,Thasos,Helvola,-245,7.691,0.607,2.82,0.08,3.43,0.636,11.12,6.93
AMPH-3301,red,Chios,Aminean,-245,7.766,0.568,3.68,0.083,3.27,0.495,11.9,8.28
AMPH-3302,white,Chios,Apian,-245,6.708,0.304,6.4,0.042,3.1,0.7,11.94,7.56
AMPH-3303,white,Rhodes,Eugenia,-245,7.449,0.284,6.15,0.03,3.03,0.776,10.48,7.98
AMPH-3304,red,Chios,Eugenia,-247,8.602,0.447,2.75,0.102,3.22,0.832,10.32,7.76
AMPH-3305,white,Rhodes,Apian,-246,7.154,0.265,6.63,0.058,3.2,0.574,11.12,7.4
AMPH-3306,red,Kos,Aminean,-245,7.099,0.601,3.96,0.094,3.17,0.533,11.93,7.3
AMPH-3307,red,Thasos,Duracina,-247,8.092,0.616,1.02,0.074,3.2,0.747,10.05,5.93
AMPH-3308,red,Thasos,Argitis,-245,8.167,0.551,2.35,0.062,3.32,0.577,13.44,6.55
AMPH-3309,red,Thasos,Duracina,-246,7.759,0.485,2.05,0.087,3.24,0.7,9.72,6.92
AMPH-3310,white,Rhodes,Helvola,-246,6.126,0.337,5.97,0.045,3.06,0.641,11.03,5.15
AMPH-3311,white,Thasos,Helvola,-245,6.346,0.228,4.96,0.039,3.11,0.602,11.47,5.51
AMPH-3312,white,Rhodes,Argitis,-245,7.249,0.243,5.07,0.056,3.18,0.558,14.2,5.48
AMPH-3313,white,Kos,Argitis,-245,6.724,0.307,6.06,0.057,3.22,0.533,13.92,6.02
AMPH-3314,white,Kos,Argitis,-245,6.361,0.269,7.93,0.043,3.19,0.433,13.17,6.2
AMPH-3315,red,Kos,Duracina,-246,8.649,0.429,1.86,0.083,3.14,0.602,9.7,6.11
AMPH-3316,white,Chios,Eugenia,-246,5.81,0.341,6.2,0.045,3.29,0.53,10.66,7.83
AMPH-3317,red,Thasos,Helvola,-245,7.368,0.464,4.26,0.093,3.33,0.791,10.81,7.25
AMPH-3318,red,Thasos,Duracina,-247,8.668,0.571,3.1,0.071,3.25,0.628,10.08,6.27
AMPH-3319,white,Rhodes,Apian,-245,7.128,0.257,5.8,0.05,3.16,0.617,11.23,7.67
AMPH-3320,white,Rhodes,Aminean,-247,7.303,0.346,6.61,0.038,3.23,0.594,12.46,7.54
AMPH-3321,white,Thasos,Aminean,-245,6.807,0.178,7.09,0.024,3.19,0.417,12.04,8.11
AMPH-3322,red,Rhodes,Argitis,-247,7.798,0.549,0.72,0.099,3.42,0.647,14.05,4.75
AMPH-3323,white,Rhodes,Helvola,-247,7.6,0.296,4.95,0.051,3.25,0.313,11.4,5.48
AMPH-3324,white,Thasos,Argitis,-247,7.021,0.212,6.38,0.044,3.15,0.569,13.97,5.99
AMPH-3325,white,Thasos,Argitis,-247,6.428,0.232,5.37,0.051,3.14,0.47,14.07,6.17
AMPH-3326,white,Rhodes,Eugenia,-247,6.727,0.278,6.26,0.052,3.08,0.518,10.31,8.09
AMPH-3327,white,Thasos,Helvola,-245,6.406,0.373,6.49,0.037,3.25,0.58,11.43,7.03
AMPH-3328,white,Thasos,Argitis,-247,7.133,0.273,6.92,0.041,3.2,0.346,13.32,5.68
AMPH-3329,white,Kos,Aminean,-246,6.9,0.221,4.54,0.03,3.2,0.553,12.06,8.59
AMPH-3330,white,Chios,Eugenia,-247,6.498,0.305,7.46,0.042,3.37,0.576,10.31,8.5
AMPH-3331,white,Thasos,Helvola,-245,7.861,0.311,7.83,0.029,3.09,0.754,10.85,6.21
AMPH-3332,red,Kos,Eugenia,-245,8.448,0.546,3.11,0.08,3.31,0.853,10.33,8.88
AMPH-3333,red,Chios,Eugenia,-247,8.616,0.512,2.34,0.089,3.41,0.746,10.21,7.31
AMPH-3334,red,Kos,Duracina,-247,7.476,0.556,2.41,0.089,3.28,0.454,10.76,5.78
AMPH-3335,white,Thasos,Helvola,-245,7.754,0.261,8.3,0.054,3.26,0.671,11.72,4.94
AMPH-3336,white,Thasos,Argitis,-247,6.934,0.254,6.85,0.054,3.19,0.515,14.11,5.59
AMPH-3337,white,Rhodes,Duracina,-247,6.151,0.276,7.32,0.05,3.27,0.618,9.68,5.34
AMPH-3338,white,Thasos,Helvola,-246,8.241,0.258,6.46,0.029,3.18,0.536,11.31,5.8
AMPH-3339,red,Kos,Duracina,-247,8.848,0.641,3.7,0.087,3.5,0.409,10.79,6.4
AMPH-3340,red,Thasos,Argitis,-245,7.717,0.526,1.79,0.101,3.29,0.387,13.64,5.97
AMPH-3341,red,Kos,Argitis,-247,8.087,0.484,2.84,0.079,3.16,0.692,13.72,5.55
AMPH-3342,white,Kos,Argitis,-246,6.453,0.271,6.73,0.037,3.25,0.588,14.1,5.93
AMPH-3343,white,Thasos,Helvola,-246,6.384,0.264,6.44,0.049,3.15,0.647,10.42,6.09
AMPH-3344,red,Thasos,Helvola,-245,8.711,0.504,2.14,0.08,3.34,0.503,10.89,6.03
AMPH-3345,white,Rhodes,Helvola,-245,5.859,0.24,5.21,0.058,3.25,0.567,11.71,5.18
AMPH-3346,white,Chios,Eugenia,-245,7.077,0.303,4.16,0.03,3.2,0.345,10.41,7.45
AMPH-3347,red,Kos,Eugenia,-247,7.623,0.593,2.24,0.081,3.28,0.847,10.1,7.46
