tree,leaf_colour,grove,parameter,replicate,value
tree_47,silver,Emberfen,kernel_mass_g,3,33.454
tree_47,silver,Emberfen,oil_content_pct,3,38.103
tree_47,silver,Emberfen,kernel_yield_ct,3,38.268
tree_47,silver,Emberfen,nut_quality_index,3,69.283
tree_47,silver,Emberfen,protein_pct,3,13.222
tree_47,silver,Emberfen,moisture_pct,3,6.512
tree_47,silver,Emberfen,shell_hardness,3,52.411
tree_47,silver,Emberfen,nut_diameter_mm,3,21.74
tree_47,silver,Emberfen,kernel_mass_g,4,27.013
tree_47,silver,Emberfen,oil_content_pct,4,37.977
tree_47,silver,Emberfen,kernel_yield_ct,4,42.733
tree_47,silver,Emberfen,nut_quality_index,4,62.989
tree_47,silver,Emberfen,protein_pct,4,12.651
tree_47,silver,Emberfen,moisture_pct,4,8.055
tree_47,silver,Emberfen,shell_hardness,4,53.793
tree_47,silver,Emberfen,nut_diameter_mm,4,22.808
tree_48,silver,Emberfen,kernel_mass_g,1,29.502
tree_48,silver,Emberfen,oil_content_pct,1,9.656
tree_48,silver,Emberfen,kernel_yield_ct,1,38.384
tree_48,silver,Emberfen,nut_quality_index,1,66.28
tree_48,silver,Emberfen,protein_pct,1,13.374
tree_48,silver,Emberfen,moisture_pct,1,8.596
tree_48,silver,Emberfen,shell_hardness,1,52.052
tree_48,silver,Emberfen,nut_diameter_mm,1,23.291
tree_48,silver,Emberfen,kernel_mass_g,2,29.998
tree_48,silver,Emberfen,oil_content_pct,2,9.308
tree_48,silver,Emberfen,kernel_yield_ct,2,42.943
tree_48,silver,Emberfen,nut_quality_index,2,70.119
tree_48,silver,Emberfen,protein_pct,2,13.892
tree_48,silver,Emberfen,moisture_pct,2,9.239
tree_48,silver,Emberfen,shell_hardness,2,59.351
tree_48,silver,Emberfen,nut_diameter_mm,2,21.033
tree_48,silver,Emberfen,kernel_mass_g,3,29.389
tree_48,silver,Emberfen,oil_content_pct,3,11.231
tree_48,silver,Emberfen,kernel_yield_ct,3,42.043
tree_48,silver,Emberfen,nut_quality_index,3,69.082
tree_48,silver,Emberfen,protein_pct,3,15.615
tree_48,silver,Emberfen,moisture_pct,3,7.401
tree_48,silver,Emberfen,shell_hardness,3,50.49
tree_48,silver,Emberfen,nut_diameter_mm,3,23.638
tree_48,silver,Emberfen,kernel_mass_g,4,27.454
tree_48,silver,Emberfen,oil_content_pct,4,10.535
tree_48,silver,Emberfen,kernel_yield_ct,4,40.095
tree_48,silver,Emberfen,nut_quality_index,4,68.316
tree_48,silver,Emberfen,protein_pct,4,13.824
tree_48,silver,Emberfen,moisture_pct,4,7.413
tree_48,silver,Emberfen,shell_hardness,4,54.311
tree_48,silver,Emberfen,nut_diameter_mm,4,21.536
