lichen_isolate,gene_id,expression,expression_normalized
S161,XAN_2498,261.6,0.819946
S162,XAN_2498,260.9,-0.092669
S163,XAN_2498,260.6,0.374416
S164,XAN_2498,259.5,-0.936246
S165,XAN_2498,260.4,-0.142995
S166,XAN_2498,261.3,0.349549
S167,XAN_2498,260.8,0.43835
S168,XAN_2498,261,0.087997
S169,XAN_2498,259.7,-0.695961
S170,XAN_2498,261.2,0.05962
S171,XAN_2498,259.4,-0.618284
S172,XAN_2498,260,-0.780267
S173,XAN_2498,258.7,-1.140256
S174,XAN_2498,261.6,0.799995
S175,XAN_2498,260.1,-1.238886
S176,XAN_2498,260.5,-0.034349
S177,XAN_2498,260.3,-0.1722
S178,XAN_2498,260.7,-0.388332
S179,XAN_2498,261.8,1.830674
S180,XAN_2498,260.7,0.097021
S181,XAN_2498,260.8,0.117033
S182,XAN_2498,260.1,-0.652826
S183,XAN_2498,261,0.827683
S184,XAN_2498,260.2,-0.436782
S185,XAN_2498,259.9,-1.138307
S186,XAN_2498,260.2,-0.264344
S187,XAN_2498,262.9,1.228159
S188,XAN_2498,262.2,0.489161
S189,XAN_2498,262.1,0.75896
S190,XAN_2498,260.5,-0.298408
S191,XAN_2498,261.9,1.345673
S192,XAN_2498,259.4,-1.657218
S193,XAN_2498,261.2,1.403175
S194,XAN_2498,261.3,-0.296771
S195,XAN_2498,259.8,-1.856881
S196,XAN_2498,259.6,-0.787987
S197,XAN_2498,261.4,0.752909
S198,XAN_2498,262.2,0.96573
S199,XAN_2498,262.5,1.647247
S200,XAN_2498,259.8,-0.99727
S001,XAN_2502,241.1,0.542942
S002,XAN_2502,242.5,1.511297
S003,XAN_2502,241.2,-0.164308
S004,XAN_2502,241,0.073763
S005,XAN_2502,241.3,0.818247
S006,XAN_2502,240.9,-0.06247
S007,XAN_2502,239.8,-1.549141
S008,XAN_2502,240.3,-1.810534
S009,XAN_2502,241.5,0.564137
S010,XAN_2502,241.6,0.73358
S011,XAN_2502,241.6,0.157772
S012,XAN_2502,241.8,0.729394
S013,XAN_2502,240.8,0.398795
S014,XAN_2502,240.4,-1.178412
S015,XAN_2502,240.2,-0.872342
S016,XAN_2502,242.1,1.106379
S017,XAN_2502,240.8,-0.258032
S018,XAN_2502,241.1,-0.337615
S019,XAN_2502,241.5,0.450716
S020,XAN_2502,240.5,-0.907062
S021,XAN_2502,239.5,-1.482285
S022,XAN_2502,242.3,1.022915
S023,XAN_2502,242.6,2.145024
S024,XAN_2502,241.4,0.459088
S025,XAN_2502,241,-0.71024
S026,XAN_2502,241.8,0.981275
S027,XAN_2502,240.1,-0.9731
S028,XAN_2502,241.2,-0.687512
S029,XAN_2502,240.3,-1.122276
S030,XAN_2502,243.4,2.123834
S031,XAN_2502,241,0.030521
S032,XAN_2502,241.2,0.400608
S033,XAN_2502,241,0.446423
S034,XAN_2502,241.2,0.754639
S035,XAN_2502,240.1,-0.913117
S036,XAN_2502,241.2,-0.078628
S037,XAN_2502,241.2,-0.895297
S038,XAN_2502,239.5,-1.007589
S039,XAN_2502,240.3,-0.607176
S040,XAN_2502,239.5,-1.932046
S041,XAN_2502,240.1,-1.299067
S042,XAN_2502,240.6,0.079723
S043,XAN_2502,242.1,0.729701
S044,XAN_2502,239.5,-1.840104
S045,XAN_2502,242.3,0.608049
S046,XAN_2502,241.6,-0.346128
S047,XAN_2502,240.8,0.301396
S048,XAN_2502,239.5,-2.172094
S049,XAN_2502,242,1.152088
S050,XAN_2502,241,0.087254
S051,XAN_2502,240.1,-0.811574
S052,XAN_2502,240.2,-0.591498
S053,XAN_2502,240.8,0.936862
S054,XAN_2502,242.4,1.403358
S055,XAN_2502,239.5,-1.570904
S056,XAN_2502,239.4,-1.695024
S057,XAN_2502,241.1,0.018321
S058,XAN_2502,241.5,0.078785
S059,XAN_2502,241.4,-0.225397
S060,XAN_2502,241,0.274152
S061,XAN_2502,240,-1.093741
S062,XAN_2502,239.5,-2.098988
S063,XAN_2502,240.4,-0.13533800000000001
S064,XAN_2502,241.5,0.681102
S065,XAN_2502,242.7,1.872001
S066,XAN_2502,241,0.913935
S067,XAN_2502,241.8,0.270072
S068,XAN_2502,241.2,0.545258
S069,XAN_2502,242,0.838716
S070,XAN_2502,241.3,-0.116499
S071,XAN_2502,240.3,-0.876016
S072,XAN_2502,240.5,-0.757657
S073,XAN_2502,241.7,1.053886
S074,XAN_2502,240.6,-0.425484
S075,XAN_2502,241.6,1.109305
S076,XAN_2502,242.7,1.48013
S077,XAN_2502,240.5,-0.0151
S078,XAN_2502,240.2,-1.698126
S079,XAN_2502,241.3,1.080391
S080,XAN_2502,240.9,-0.792509
S081,XAN_2502,240.5,-0.250368
S082,XAN_2502,242.9,1.336701
S083,XAN_2502,240.1,-0.725245
S084,XAN_2502,241.1,-0.613186
S085,XAN_2502,241.3,-0.018968
S086,XAN_2502,241.4,0.179508
S087,XAN_2502,239.9,-1.22928
S088,XAN_2502,241.6,0.672759
S089,XAN_2502,240.3,-0.919448
S090,XAN_2502,243.2,1.357579
S091,XAN_2502,241.6,0.78127
S092,XAN_2502,241.1,-0.464916
S093,XAN_2502,240.1,-2.10583
S094,XAN_2502,241.2,-0.749683
S095,XAN_2502,240.6,-0.653486
S096,XAN_2502,242.1,1.473414
S097,XAN_2502,240.4,-0.232703
S098,XAN_2502,241.5,0.926083
S099,XAN_2502,241,0.606687
S100,XAN_2502,240,-1.599439
S101,XAN_2502,242.2,0.878766
S102,XAN_2502,240.7,-0.20453
S103,XAN_2502,241.8,0.960074
S104,XAN_2502,240.7,0.275295
S105,XAN_2502,241.9,1.023486
S106,XAN_2502,240.5,-1.589718
S107,XAN_2502,240.9,-0.269839
S108,XAN_2502,241.6,-0.256215
S109,XAN_2502,241,-0.483923
S110,XAN_2502,242.3,1.583978
S111,XAN_2502,242.1,0.527743
S112,XAN_2502,240.8,-0.47027
S113,XAN_2502,241.3,-0.238972
S114,XAN_2502,241.1,0.01392
S115,XAN_2502,240.4,-1.21803
S116,XAN_2502,240.3,-1.199439
S117,XAN_2502,241.2,-1.059889
S118,XAN_2502,241.7,0.419727
S119,XAN_2502,242.2,0.43129
S120,XAN_2502,243,2.120145
S121,XAN_2502,242,0.411549
S122,XAN_2502,240.8,-0.321002
S123,XAN_2502,240.7,0.066004
S124,XAN_2502,241.1,0.528374
S125,XAN_2502,241.3,-0.12712
S126,XAN_2502,242.2,1.265514
S127,XAN_2502,241.3,0.142168
S128,XAN_2502,242,0.644194
S129,XAN_2502,240.8,-0.117499
S130,XAN_2502,240.5,-0.112975
S131,XAN_2502,240.6,-0.451064
S132,XAN_2502,240.3,-0.565017
S133,XAN_2502,240,-1.055911
S134,XAN_2502,240.1,-0.917686
S135,XAN_2502,241.7,-0.177198
S136,XAN_2502,241.3,0.52737
S137,XAN_2502,240.5,-0.857259
S138,XAN_2502,242.2,0.91734
S139,XAN_2502,241.8,1.28635
S140,XAN_2502,242,1.116177
S141,XAN_2502,242.4,1.139987
S142,XAN_2502,241.5,0.95951
S143,XAN_2502,240.5,-0.461093
S144,XAN_2502,241,0.343222
S145,XAN_2502,241.1,0.468748
S146,XAN_2502,241.2,0.526572
S147,XAN_2502,240.1,-0.583381
S148,XAN_2502,239.9,-0.9676
S149,XAN_2502,241.6,0.176713
S150,XAN_2502,240.4,-0.71782
S151,XAN_2502,241.4,-0.369055
S152,XAN_2502,242.2,0.990236
S153,XAN_2502,240.5,-0.961851
S154,XAN_2502,239.2,-1.762053
S155,XAN_2502,243.1,1.675187
S156,XAN_2502,240.5,-0.942524
S157,XAN_2502,241.6,-1.237104
S158,XAN_2502,240.3,-0.906426
S159,XAN_2502,240.4,-0.678608
S160,XAN_2502,241.5,0.714586
S161,XAN_2502,242.4,1.315691
S162,XAN_2502,241.8,0.407117
S163,XAN_2502,241,0.429532
S164,XAN_2502,239.6,-1.370638
S165,XAN_2502,240.7,-0.227587
S166,XAN_2502,241.6,0.302086
S167,XAN_2502,241.6,0.945062
S168,XAN_2502,242.2,1.519241
S169,XAN_2502,240.7,-0.040622
S170,XAN_2502,241.4,-0.151537
S171,XAN_2502,238.4,-2.352897
S172,XAN_2502,241,0.1053
S173,XAN_2502,238.7,-1.570749
S174,XAN_2502,241.5,0.530365
S175,XAN_2502,240.6,-1.045879
S176,XAN_2502,241,0.197066
S177,XAN_2502,241.8,0.870417
S178,XAN_2502,242.2,0.988822
S179,XAN_2502,241.9,1.532276
S180,XAN_2502,241.6,0.959908
S181,XAN_2502,241.2,0.169219
S182,XAN_2502,240.1,-1.144951
S183,XAN_2502,240.6,-0.20726
S184,XAN_2502,240.5,-0.522633
S185,XAN_2502,239.9,-1.52387
S186,XAN_2502,239.2,-2.093967
S187,XAN_2502,242.4,0.551159
S188,XAN_2502,244.2,1.527818
S189,XAN_2502,243.1,1.339
S190,XAN_2502,241,-0.166609
S191,XAN_2502,242.9,2.277468
S192,XAN_2502,240.3,-1.127552
S193,XAN_2502,241.4,1.07613
S194,XAN_2502,242.1,0.04661
S195,XAN_2502,240.7,-1.085607
S196,XAN_2502,238.9,-2.15186
S197,XAN_2502,242.1,1.067843
S198,XAN_2502,242.8,1.22498
S199,XAN_2502,241.5,0.285547
S200,XAN_2502,240.6,-0.572155
S001,XAN_2781,197.6,0.849713
S002,XAN_2781,198.7,1.49812
S003,XAN_2781,198.5,1.187389
S004,XAN_2781,196.9,-0.331929
S005,XAN_2781,197.2,0.417708
S006,XAN_2781,195.4,-1.86526
S007,XAN_2781,196.4,-1.178032
S008,XAN_2781,196.5,-1.883008
S009,XAN_2781,196.8,-0.389339
S010,XAN_2781,198.1,1.100265
S011,XAN_2781,199.1,2.252267
S012,XAN_2781,197.4,0.070849
S013,XAN_2781,196.5,-0.463317
S014,XAN_2781,197.3,-0.447975
S015,XAN_2781,196.4,-0.940345
S016,XAN_2781,197.6,0.312625
S017,XAN_2781,196,-1.304801
S018,XAN_2781,198.8,0.918169
S019,XAN_2781,197.6,0.269478
S020,XAN_2781,197.4,-0.090848
S021,XAN_2781,195.8,-1.450541
S022,XAN_2781,197.4,-0.070269
S023,XAN_2781,197.8,0.956477
S024,XAN_2781,196.2,-1.645577
S025,XAN_2781,197.6,-0.203567
S026,XAN_2781,198.9,2.050643
S027,XAN_2781,196.8,-0.277587
S028,XAN_2781,197.3,-0.912033
S029,XAN_2781,196,-1.970267
S030,XAN_2781,199,1.519049
S031,XAN_2781,197.1,-0.175538
S032,XAN_2781,197.2,0.049451
S033,XAN_2781,196.6,-0.456571
S034,XAN_2781,197.1,0.254501
S035,XAN_2781,196.3,-0.976572
S036,XAN_2781,199.3,1.981909
S037,XAN_2781,197.7,-0.289535
S038,XAN_2781,195.2,-1.564045
S039,XAN_2781,197.3,0.53612
S040,XAN_2781,196.5,-0.935367
S041,XAN_2781,197.2,0.381353
S042,XAN_2781,194.9,-2.11583
S043,XAN_2781,197.7,0.060722
S044,XAN_2781,196.1,-1.470196
S045,XAN_2781,199,1.192721
S046,XAN_2781,198.7,0.490352
S047,XAN_2781,197.6,0.839688
S048,XAN_2781,197.7,1.289394
S049,XAN_2781,198,0.883672
S050,XAN_2781,196.8,-0.628793
S051,XAN_2781,196.4,-0.753195
S052,XAN_2781,196.7,-0.064676
S053,XAN_2781,196.2,-0.90162
S054,XAN_2781,198.2,0.980631
S055,XAN_2781,196.6,-0.412909
S056,XAN_2781,195.5,-1.877139
S057,XAN_2781,198.4,1.601381
S058,XAN_2781,197.6,-0.083168
S059,XAN_2781,198.9,1.822106
S060,XAN_2781,197.9,1.635414
S061,XAN_2781,196,-1.510576
S062,XAN_2781,196.8,-0.924013
S063,XAN_2781,196.5,-0.381093
S064,XAN_2781,197.7,0.633197
S065,XAN_2781,198.5,1.353766
S066,XAN_2781,197.3,0.979603
S067,XAN_2781,198.3,0.749962
S068,XAN_2781,197.7,0.986896
S069,XAN_2781,197.8,0.299163
S070,XAN_2781,197.5,-0.172133
S071,XAN_2781,196.3,-1.223463
S072,XAN_2781,197.4,0.158232
S073,XAN_2781,198.3,1.574091
S074,XAN_2781,196.7,-0.608969
S075,XAN_2781,197.3,0.5208
S076,XAN_2781,198.2,0.752742
S077,XAN_2781,196.3,-0.405105
S078,XAN_2781,197.2,-0.425683
S079,XAN_2781,198.4,2.081536
S080,XAN_2781,198.1,0.270975
S081,XAN_2781,196.3,-0.644858
S082,XAN_2781,198.2,0.460335
S083,XAN_2781,196.2,-0.878278
S084,XAN_2781,197.5,-0.433192
S085,XAN_2781,197.4,-0.24247
S086,XAN_2781,196.5,-0.920361
S087,XAN_2781,196.3,-1.109134
S088,XAN_2781,199,2.12182
S089,XAN_2781,197.6,0.213495
S090,XAN_2781,197.6,-0.288686
S091,XAN_2781,197,-0.190819
S092,XAN_2781,197.5,-0.310843
S093,XAN_2781,197.5,-0.369281
S094,XAN_2781,197.4,-0.780827
S095,XAN_2781,197,-0.46181
S096,XAN_2781,197.1,-0.198951
S097,XAN_2781,196.1,-0.688764
S098,XAN_2781,197.9,1.12442
S099,XAN_2781,197,0.245063
S100,XAN_2781,197.1,-0.476791
S101,XAN_2781,198.3,0.74865
S102,XAN_2781,196.1,-1.602406
S103,XAN_2781,196.6,-2.046202
S104,XAN_2781,196.7,0.07493
S105,XAN_2781,197.3,-0.088686
S106,XAN_2781,197.4,-0.569226
S107,XAN_2781,198.1,1.042301
S108,XAN_2781,198.5,0.534126
S109,XAN_2781,196,-1.721867
S110,XAN_2781,198.5,1.568463
S111,XAN_2781,198,0.184364
S112,XAN_2781,197.2,-0.179282
S113,XAN_2781,197.6,-0.120906
S114,XAN_2781,196.7,-0.682275
S115,XAN_2781,197,-0.86072
S116,XAN_2781,197,-0.737351
S117,XAN_2781,197.6,-0.849714
S118,XAN_2781,197.7,0.023223
S119,XAN_2781,198.4,0.414035
S120,XAN_2781,198.3,1.032734
S121,XAN_2781,196,-1.490378
S122,XAN_2781,196.5,-1.055922
S123,XAN_2781,197.7,0.965878
S124,XAN_2781,198.4,1.826236
S125,XAN_2781,198.1,0.367546
S126,XAN_2781,198.3,1.14407
S127,XAN_2781,198.2,1.135346
S128,XAN_2781,198.4,0.761894
S129,XAN_2781,196.2,-1.232847
S130,XAN_2781,197,0.320989
S131,XAN_2781,196.4,-1.227434
S132,XAN_2781,196.5,-0.639983
S133,XAN_2781,195.3,-2.042109
S134,XAN_2781,197.6,0.282891
S135,XAN_2781,198.4,0.405957
S136,XAN_2781,197.2,0.046059
S137,XAN_2781,196.2,-1.368593
S138,XAN_2781,199,1.478546
S139,XAN_2781,198.4,1.849954
S140,XAN_2781,197.6,0.304414
S141,XAN_2781,199,1.528921
S142,XAN_2781,196.8,-0.970013
S143,XAN_2781,196.6,-0.596687
S144,XAN_2781,197.2,0.306605
S145,XAN_2781,197.4,0.568999
S146,XAN_2781,198.4,1.54946
S147,XAN_2781,196.7,-0.251837
S148,XAN_2781,195.9,-1.247719
S149,XAN_2781,198.2,0.535021
S150,XAN_2781,197.6,0.483992
S151,XAN_2781,197.1,-1.327929
S152,XAN_2781,199,1.566606
S153,XAN_2781,197.8,0.882284
S154,XAN_2781,196.4,-1.091566
S155,XAN_2781,198.2,0.473374
S156,XAN_2781,197,-0.585271
S157,XAN_2781,198.8,1.031575
S158,XAN_2781,197.2,-0.388405
S159,XAN_2781,196.2,-1.405688
S160,XAN_2781,197.8,0.837797
S161,XAN_2781,198.3,0.975445
S162,XAN_2781,197.9,0.290408
S163,XAN_2781,196.9,-0.285287
S164,XAN_2781,196.6,-0.330928
S165,XAN_2781,196,-1.242247
S166,XAN_2781,198.1,0.575099
S167,XAN_2781,197.6,0.674458
S168,XAN_2781,198.6,1.840838
S169,XAN_2781,196.8,-0.203877
S170,XAN_2781,197.8,0.088051
S171,XAN_2781,196.2,-0.466954
S172,XAN_2781,197.1,-0.102378
S173,XAN_2781,195.2,-1.357005
S174,XAN_2781,196.8,-0.053601
S175,XAN_2781,196.9,-0.950347
S176,XAN_2781,197.2,0.122067
S177,XAN_2781,197.3,0.181105
S178,XAN_2781,196.5,-1.392461
S179,XAN_2781,196.9,-0.079648
S180,XAN_2781,197.7,0.749001
S181,XAN_2781,198.2,1.374897
S182,XAN_2781,195.7,-1.989092
S183,XAN_2781,196.9,-0.133759
S184,XAN_2781,197,-0.271564
S185,XAN_2781,196.8,-0.892687
S186,XAN_2781,197.1,0.092349
S187,XAN_2781,198.2,0.192559
S188,XAN_2781,199,0.662357
S189,XAN_2781,198.9,0.993639
S190,XAN_2781,197.1,-0.318569
S191,XAN_2781,198.2,1.004436
S192,XAN_2781,197.1,-0.516925
S193,XAN_2781,197.6,1.008003
S194,XAN_2781,198.2,-0.044107
S195,XAN_2781,197.2,-0.682998
S196,XAN_2781,196.1,-0.998838
S197,XAN_2781,197.1,-0.033606
S198,XAN_2781,199,1.222412
S199,XAN_2781,199,1.638268
S200,XAN_2781,197.8,0.465884
S001,XAN_3514,5644,0.559142
S002,XAN_3514,5644.6,0.257941
S003,XAN_3514,5643.6,-0.710988
S004,XAN_3514,5643.7,-0.103408
S005,XAN_3514,5643.4,-0.026009
S006,XAN_3514,5643.2,-0.562958
S007,XAN_3514,5645.8,1.589507
S008,XAN_3514,5644.7,0.101242
S009,XAN_3514,5645.1,1.154416
S010,XAN_3514,5642.7,-1.418709
S011,XAN_3514,5645.4,1.370529
S012,XAN_3514,5644.7,0.660236
S013,XAN_3514,5642.6,-1.038161
S014,XAN_3514,5644.6,0.194748
S015,XAN_3514,5642.3,-1.582923
S016,XAN_3514,5642.1,-1.78602
S017,XAN_3514,5644.8,0.74649
S018,XAN_3514,5643.1,-0.995139
S019,XAN_3514,5644.1,0.041343
S020,XAN_3514,5643.5,-0.695723
S021,XAN_3514,5644.1,0.247738
S022,XAN_3514,5643.5,-0.54404
S023,XAN_3514,5642.8,-0.801162
S024,XAN_3514,5644.9,1.194174
S025,XAN_3514,5645.9,1.758185
S026,XAN_3514,5643.5,-0.36631
S027,XAN_3514,5643.5,-0.092672
S028,XAN_3514,5644.6,0.036968
S029,XAN_3514,5644.8,1.163016
S030,XAN_3514,5643.5,-0.613128
S031,XAN_3514,5644.7,1.094779
S032,XAN_3514,5643.6,-0.242816
S033,XAN_3514,5644.1,0.72691
S034,XAN_3514,5642.1,-1.828402
S035,XAN_3514,5643.5,-0.292206
S036,XAN_3514,5642.1,-1.990601
S037,XAN_3514,5644.3,-0.49321
S038,XAN_3514,5645.1,1.469572
S039,XAN_3514,5644,0.614147
S040,XAN_3514,5644.4,0.698329
S041,XAN_3514,5643.1,-0.872691
S042,XAN_3514,5642.3,-1.013206
S043,XAN_3514,5645.4,0.997775
S044,XAN_3514,5644.3,0.22031800000000001
S045,XAN_3514,5645.2,0.461548
S046,XAN_3514,5643.3,-1.383402
S047,XAN_3514,5644,0.598957
S048,XAN_3514,5643.1,-0.734667
S049,XAN_3514,5642.4,-1.612137
S050,XAN_3514,5643.9,0.128369
S051,XAN_3514,5643,-0.637806
S052,XAN_3514,5642.3,-1.834299
S053,XAN_3514,5643.2,0.096518
S054,XAN_3514,5644.9,0.909457
S055,XAN_3514,5644.4,1.117271
S056,XAN_3514,5644.7,0.733863
S057,XAN_3514,5644.8,1.071437
S058,XAN_3514,5643.6,-0.830948
S059,XAN_3514,5643.5,-1.376336
S060,XAN_3514,5643.8,0.147607
S061,XAN_3514,5643.4,-0.174589
S062,XAN_3514,5644.7,0.395655
S063,XAN_3514,5643.6,0.438584
S064,XAN_3514,5644.1,0.199819
S065,XAN_3514,5644.1,-0.006421
S066,XAN_3514,5642.9,0.006766
S067,XAN_3514,5645.7,1.657663
S068,XAN_3514,5643.8,0.116187
S069,XAN_3514,5643.7,-0.614017
S070,XAN_3514,5643.6,-1.006659
S071,XAN_3514,5644.7,1.050712
S072,XAN_3514,5642.9,-1.252189
S073,XAN_3514,5644.8,1.219245
S074,XAN_3514,5644.2,0.418641
S075,XAN_3514,5642.2,-1.164098
S076,XAN_3514,5644.5,0.323622
S077,XAN_3514,5641.6,-1.298226
S078,XAN_3514,5644,-0.16775
S079,XAN_3514,5642.7,-0.430694
S080,XAN_3514,5645.6,0.977898
S081,XAN_3514,5645.7,1.571787
S082,XAN_3514,5646,1.320418
S083,XAN_3514,5642.7,-0.854445
S084,XAN_3514,5646,1.316819
S085,XAN_3514,5644.3,0.111861
S086,XAN_3514,5642.4,-1.441073
S087,XAN_3514,5646.2,1.452799
S088,XAN_3514,5643.1,-0.87867
S089,XAN_3514,5643.4,-0.618756
S090,XAN_3514,5643.5,-0.914557
S091,XAN_3514,5642.9,-0.898686
S092,XAN_3514,5644.2,-0.287892
S093,XAN_3514,5644.8,0.457682
S094,XAN_3514,5643.9,-0.901356
S095,XAN_3514,5643.6,-0.456343
S096,XAN_3514,5643.5,-0.449476
S097,XAN_3514,5644.5,0.704715
S098,XAN_3514,5643.3,-0.215944
S099,XAN_3514,5643.8,0.513765
S100,XAN_3514,5644.8,0.784029
S101,XAN_3514,5645,0.655177
S102,XAN_3514,5644.2,0.753307
S103,XAN_3514,5645,1.371071
S104,XAN_3514,5644,0.606957
S105,XAN_3514,5645,1.154296
S106,XAN_3514,5644.5,0.033255
S107,XAN_3514,5644.5,0.610189
S108,XAN_3514,5643.4,-1.42576
S109,XAN_3514,5644.2,-0.199021
S110,XAN_3514,5643.1,-0.760757
S111,XAN_3514,5643.5,-0.98841
S112,XAN_3514,5643.3,-1.024444
S113,XAN_3514,5645.8,2.190217
S114,XAN_3514,5645.2,1.165396
S115,XAN_3514,5644.9,0.297753
S116,XAN_3514,5644.2,-0.195101
S117,XAN_3514,5646.3,1.37254
S118,XAN_3514,5644.6,0.324392
S119,XAN_3514,5643.8,-1.004477
S120,XAN_3514,5645.1,1.037734
S121,XAN_3514,5643.3,-0.852315
S122,XAN_3514,5644.9,1.150752
S123,XAN_3514,5644.6,1.169584
S124,XAN_3514,5644.1,0.651132
S125,XAN_3514,5647,1.982101
S126,XAN_3514,5642.9,-0.86704
S127,XAN_3514,5645,1.161377
S128,XAN_3514,5644.2,0.192723
S129,XAN_3514,5642,-2.002836
S130,XAN_3514,5643,-0.571066
S131,XAN_3514,5644.8,1.627112
S132,XAN_3514,5643.5,-0.051772
S133,XAN_3514,5644.1,0.15546
S134,XAN_3514,5644.8,0.712003
S135,XAN_3514,5646.6,1.883877
S136,XAN_3514,5643.3,-0.612366
S137,XAN_3514,5643.8,-0.458334
S138,XAN_3514,5645,0.728024
S139,XAN_3514,5642.9,-1.142846
S140,XAN_3514,5644.4,0.43239
S141,XAN_3514,5642.4,-1.504691
S142,XAN_3514,5644.2,0.534279
S143,XAN_3514,5642.3,-1.252965
S144,XAN_3514,5643.6,0.123389
S145,XAN_3514,5643.7,0.076678
S146,XAN_3514,5643.7,0.161859
S147,XAN_3514,5642.2,-1.130952
S148,XAN_3514,5644.4,0.679218
S149,XAN_3514,5645.7,1.134456
S150,XAN_3514,5644.4,0.607585
S151,XAN_3514,5644.3,-0.405356
S152,XAN_3514,5643.3,-0.655213
S153,XAN_3514,5643.4,-0.818191
S154,XAN_3514,5645,0.226474
S155,XAN_3514,5643.5,-0.931829
S156,XAN_3514,5644.6,0.655234
S157,XAN_3514,5645.3,0.279485
S158,XAN_3514,5643.8,-0.406297
S159,XAN_3514,5644.3,0.867837
S160,XAN_3514,5643.4,-0.843762
S161,XAN_3514,5643.3,-0.727371
S162,XAN_3514,5642.5,-1.464614
S163,XAN_3514,5642.4,-2.257225
S164,XAN_3514,5643.4,-0.003026
S165,XAN_3514,5645.6,1.696438
S166,XAN_3514,5643.1,-0.953785
S167,XAN_3514,5642.2,-1.481906
S168,XAN_3514,5643.5,-1.081507
S169,XAN_3514,5644.6,1.0005
S170,XAN_3514,5644.2,-0.302902
S171,XAN_3514,5643.7,0.647073
S172,XAN_3514,5645,1.566035
S173,XAN_3514,5641.9,-1.026823
S174,XAN_3514,5639.9,-1.940483
S175,XAN_3514,5644.3,0.335385
S176,XAN_3514,5644,0.411639
S177,XAN_3514,5644.8,0.890661
S178,XAN_3514,5643.9,-0.441979
S179,XAN_3514,5642.7,-0.971482
S180,XAN_3514,5644.1,0.313209
S181,XAN_3514,5644.4,0.582981
S182,XAN_3514,5644.6,0.798973
S183,XAN_3514,5643,-0.711989
S184,XAN_3514,5644.9,0.860461
S185,XAN_3514,5643.7,-0.605096
S186,XAN_3514,5643.7,0.080251
S187,XAN_3514,5646.1,1.039808
S188,XAN_3514,5643.9,-0.430542
S189,XAN_3514,5644.9,0.323999
S190,XAN_3514,5643.2,-0.801704
S191,XAN_3514,5645,1.029142
S192,XAN_3514,5644.9,0.634305
S193,XAN_3514,5643.6,-0.300044
S194,XAN_3514,5645.6,0.372965
S195,XAN_3514,5644.4,0.103085
S196,XAN_3514,5643.6,0.13644
S197,XAN_3514,5642.1,-1.296648
S198,XAN_3514,5645,0.492179
S199,XAN_3514,5643.7,-0.393469
S200,XAN_3514,5645.4,1.298308
S001,XAN_3540,5100.6,0.240297
S002,XAN_3540,5101.4,0.070173
S003,XAN_3540,5100.9,-0.300117
S004,XAN_3540,5101.6,0.879107
S005,XAN_3540,5099,-1.335284
S006,XAN_3540,5099.9,-0.733017
S007,XAN_3540,5102.9,1.684832
S008,XAN_3540,5101.9,0.38045
S009,XAN_3540,5101.6,0.752213
S010,XAN_3540,5100.2,-0.721131
S011,XAN_3540,5102.4,1.396538
S012,XAN_3540,5102,0.965273
S013,XAN_3540,5100.4,0.188717
S014,XAN_3540,5101.3,-0.040543
S015,XAN_3540,5099.9,-0.825259
S016,XAN_3540,5098.8,-1.928944
S017,XAN_3540,5101.5,0.530359
S018,XAN_3540,5098.8,-1.849771
S019,XAN_3540,5101.5,0.590917
S020,XAN_3540,5100.6,-0.495067
S021,XAN_3540,5100.1,-0.558247
S022,XAN_3540,5100.5,-0.468856
S023,XAN_3540,5099.7,-0.782918
S024,XAN_3540,5101.6,0.872704
S025,XAN_3540,5101.8,0.469136
S026,XAN_3540,5100.2,-0.578256
S027,XAN_3540,5101.1,0.814204
S028,XAN_3540,5101,-0.726646
S029,XAN_3540,5102,1.472479
S030,XAN_3540,5100.5,-0.534759
S031,XAN_3540,5101.8,1.274968
S032,XAN_3540,5099.7,-1.255317
S033,XAN_3540,5100.3,-0.13537
S034,XAN_3540,5099,-1.771937
S035,XAN_3540,5100.9,0.162435
S036,XAN_3540,5100,-1.026723
S037,XAN_3540,5101.5,0.004949
S038,XAN_3540,5101,0.597236
S039,XAN_3540,5101.3,1.090167
S040,XAN_3540,5100.6,-0.147286
S041,XAN_3540,5099.4,-1.85947
S042,XAN_3540,5099.5,-0.695459
S043,XAN_3540,5101.8,0.471902
S044,XAN_3540,5102.1,1.024344
S045,XAN_3540,5102.3,0.588355
S046,XAN_3540,5100.3,-1.303944
S047,XAN_3540,5101.8,1.302871
S048,XAN_3540,5100.9,0.622531
S049,XAN_3540,5099.2,-1.679842
S050,XAN_3540,5100,-0.992497
S051,XAN_3540,5099.9,-0.625424
S052,XAN_3540,5099.4,-1.407353
S053,XAN_3540,5098.9,-2.081376
S054,XAN_3540,5101.9,0.942167
S055,XAN_3540,5101.8,1.649267
S056,XAN_3540,5102,1.040431
S057,XAN_3540,5101.7,0.999247
S058,XAN_3540,5099.8,-1.577048
S059,XAN_3540,5101,-0.579566
S060,XAN_3540,5100.2,-0.745864
S061,XAN_3540,5100.1,-0.448896
S062,XAN_3540,5102.6,1.295495
S063,XAN_3540,5099.5,-0.934161
S064,XAN_3540,5101.3,0.570244
S065,XAN_3540,5100.6,-0.46723
S066,XAN_3540,5100,0.199962
S067,XAN_3540,5101.7,0.222893
S068,XAN_3540,5101.3,0.923362
S069,XAN_3540,5100.1,-1.168615
S070,XAN_3540,5100.7,-0.742659
S071,XAN_3540,5101.4,0.759588
