bath,bath_type,pair,parameter,replicate,value
slate_pool,hot_spring,slate,salinity_ppt,11,0.685
slate_pool,hot_spring,slate,salinity_ppt,12,0.604
slate_pool,hot_spring,slate,free_chlorine_ppm,1,0.792
slate_pool,hot_spring,slate,free_chlorine_ppm,2,0.866
slate_pool,hot_spring,slate,free_chlorine_ppm,3,0.972
slate_pool,hot_spring,slate,free_chlorine_ppm,4,1.053
slate_pool,hot_spring,slate,free_chlorine_ppm,5,0.94
slate_pool,hot_spring,slate,free_chlorine_ppm,6,0.675
slate_pool,hot_spring,slate,free_chlorine_ppm,7,0.831
slate_pool,hot_spring,slate,free_chlorine_ppm,8,0.707
slate_pool,hot_spring,slate,free_chlorine_ppm,9,0.953
slate_pool,hot_spring,slate,free_chlorine_ppm,10,1.15
slate_pool,hot_spring,slate,free_chlorine_ppm,11,1.063
slate_pool,hot_spring,slate,free_chlorine_ppm,12,0.876
slate_pool,hot_spring,slate,calcium_hardness_ppm,1,273.101
slate_pool,hot_spring,slate,calcium_hardness_ppm,2,221.456
slate_pool,hot_spring,slate,calcium_hardness_ppm,3,208.984
slate_pool,hot_spring,slate,calcium_hardness_ppm,4,248.52
slate_pool,hot_spring,slate,calcium_hardness_ppm,5,259.914
slate_pool,hot_spring,slate,calcium_hardness_ppm,6,197.662
slate_pool,hot_spring,slate,calcium_hardness_ppm,7,275.076
slate_pool,hot_spring,slate,calcium_hardness_ppm,8,239.605
slate_pool,hot_spring,slate,calcium_hardness_ppm,9,226.431
slate_pool,hot_spring,slate,calcium_hardness_ppm,10,274.739
slate_pool,hot_spring,slate,calcium_hardness_ppm,11,246.98
slate_pool,hot_spring,slate,calcium_hardness_ppm,12,231.052
slate_pool,hot_spring,slate,total_alkalinity_ppm,1,124.417
slate_pool,hot_spring,slate,total_alkalinity_ppm,2,109.771
slate_pool,hot_spring,slate,total_alkalinity_ppm,3,95.67
slate_pool,hot_spring,slate,total_alkalinity_ppm,4,116.316
slate_pool,hot_spring,slate,total_alkalinity_ppm,5,105.919
slate_pool,hot_spring,slate,total_alkalinity_ppm,6,103.154
slate_pool,hot_spring,slate,total_alkalinity_ppm,7,114.844
slate_pool,hot_spring,slate,total_alkalinity_ppm,8,95.742
slate_pool,hot_spring,slate,total_alkalinity_ppm,9,106.111
slate_pool,hot_spring,slate,total_alkalinity_ppm,10,106.553
slate_pool,hot_spring,slate,total_alkalinity_ppm,11,114.469
slate_pool,hot_spring,slate,total_alkalinity_ppm,12,111.849
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,1,904.36
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,2,1130.918
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,3,803.801
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,4,878.942
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,5,815.589
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,6,910.745
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,7,1007.233
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,8,737.035
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,9,797.204
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,10,921.571
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,11,887.993
slate_pool,hot_spring,slate,total_dissolved_solids_ppm,12,911.858
slate_pool,hot_spring,slate,turbidity_NTU,1,0.452
slate_pool,hot_spring,slate,turbidity_NTU,2,0.666
slate_pool,hot_spring,slate,turbidity_NTU,3,0.372
slate_pool,hot_spring,slate,turbidity_NTU,4,0.608
slate_pool,hot_spring,slate,turbidity_NTU,5,0.766
slate_pool,hot_spring,slate,turbidity_NTU,6,0.422
slate_pool,hot_spring,slate,turbidity_NTU,7,0.706
slate_pool,hot_spring,slate,turbidity_NTU,8,0.387
slate_pool,hot_spring,slate,turbidity_NTU,9,0.515
slate_pool,hot_spring,slate,turbidity_NTU,10,0.713
slate_pool,hot_spring,slate,turbidity_NTU,11,0.454
slate_pool,hot_spring,slate,turbidity_NTU,12,0.67
slate_grotto,hot_spring,slate,temperature_C,1,40.42
slate_grotto,hot_spring,slate,temperature_C,2,40.775
slate_grotto,hot_spring,slate,temperature_C,3,40.233
slate_grotto,hot_spring,slate,temperature_C,4,40.367
slate_grotto,hot_spring,slate,temperature_C,5,40.241
slate_grotto,hot_spring,slate,temperature_C,6,40.04
slate_grotto,hot_spring,slate,temperature_C,7,40.794
slate_grotto,hot_spring,slate,temperature_C,8,40.397
slate_grotto,hot_spring,slate,temperature_C,9,40.261
slate_grotto,hot_spring,slate,temperature_C,10,40.9
slate_grotto,hot_spring,slate,temperature_C,11,40.581
slate_grotto,hot_spring,slate,temperature_C,12,40.643
slate_grotto,hot_spring,slate,pH,1,7.459
slate_grotto,hot_spring,slate,pH,2,7.653
slate_grotto,hot_spring,slate,pH,3,7.665
slate_grotto,hot_spring,slate,pH,4,7.59
slate_grotto,hot_spring,slate,pH,5,7.589
slate_grotto,hot_spring,slate,pH,6,7.562
slate_grotto,hot_spring,slate,pH,7,7.658
slate_grotto,hot_spring,slate,pH,8,7.604
slate_grotto,hot_spring,slate,pH,9,7.625
slate_grotto,hot_spring,slate,pH,10,7.529
slate_grotto,hot_spring,slate,pH,11,7.497
slate_grotto,hot_spring,slate,pH,12,7.673
slate_grotto,hot_spring,slate,salinity_ppt,1,0.699
slate_grotto,hot_spring,slate,salinity_ppt,2,0.708
slate_grotto,hot_spring,slate,salinity_ppt,3,0.534
slate_grotto,hot_spring,slate,salinity_ppt,4,0.597
slate_grotto,hot_spring,slate,salinity_ppt,5,0.515
slate_grotto,hot_spring,slate,salinity_ppt,6,0.687
slate_grotto,hot_spring,slate,salinity_ppt,7,0.534
slate_grotto,hot_spring,slate,salinity_ppt,8,0.64
slate_grotto,hot_spring,slate,salinity_ppt,9,0.467
slate_grotto,hot_spring,slate,salinity_ppt,10,0.619
slate_grotto,hot_spring,slate,salinity_ppt,11,0.526
slate_grotto,hot_spring,slate,salinity_ppt,12,0.501
slate_grotto,hot_spring,slate,free_chlorine_ppm,1,1.155
slate_grotto,hot_spring,slate,free_chlorine_ppm,2,0.906
slate_grotto,hot_spring,slate,free_chlorine_ppm,3,0.815
slate_grotto,hot_spring,slate,free_chlorine_ppm,4,1.18
slate_grotto,hot_spring,slate,free_chlorine_ppm,5,0.864
slate_grotto,hot_spring,slate,free_chlorine_ppm,6,1.396
slate_grotto,hot_spring,slate,free_chlorine_ppm,7,0.976
slate_grotto,hot_spring,slate,free_chlorine_ppm,8,1.073
slate_grotto,hot_spring,slate,free_chlorine_ppm,9,1.064
slate_grotto,hot_spring,slate,free_chlorine_ppm,10,0.747
slate_grotto,hot_spring,slate,free_chlorine_ppm,11,0.946
slate_grotto,hot_spring,slate,free_chlorine_ppm,12,1.325
slate_grotto,hot_spring,slate,calcium_hardness_ppm,1,268.765
slate_grotto,hot_spring,slate,calcium_hardness_ppm,2,262.557
slate_grotto,hot_spring,slate,calcium_hardness_ppm,3,229.844
slate_grotto,hot_spring,slate,calcium_hardness_ppm,4,262.997
slate_grotto,hot_spring,slate,calcium_hardness_ppm,5,253.216
slate_grotto,hot_spring,slate,calcium_hardness_ppm,6,287.709
slate_grotto,hot_spring,slate,calcium_hardness_ppm,7,251.508
slate_grotto,hot_spring,slate,calcium_hardness_ppm,8,255.976
slate_grotto,hot_spring,slate,calcium_hardness_ppm,9,238.822
slate_grotto,hot_spring,slate,calcium_hardness_ppm,10,276.856
slate_grotto,hot_spring,slate,calcium_hardness_ppm,11,289.767
slate_grotto,hot_spring,slate,calcium_hardness_ppm,12,225.389
slate_grotto,hot_spring,slate,total_alkalinity_ppm,1,110.858
slate_grotto,hot_spring,slate,total_alkalinity_ppm,2,107.515
slate_grotto,hot_spring,slate,total_alkalinity_ppm,3,110.221
slate_grotto,hot_spring,slate,total_alkalinity_ppm,4,112.744
slate_grotto,hot_spring,slate,total_alkalinity_ppm,5,113.113
slate_grotto,hot_spring,slate,total_alkalinity_ppm,6,110.826
slate_grotto,hot_spring,slate,total_alkalinity_ppm,7,106.147
slate_grotto,hot_spring,slate,total_alkalinity_ppm,8,98.148
slate_grotto,hot_spring,slate,total_alkalinity_ppm,9,85.508
slate_grotto,hot_spring,slate,total_alkalinity_ppm,10,102.032
slate_grotto,hot_spring,slate,total_alkalinity_ppm,11,109.404
slate_grotto,hot_spring,slate,total_alkalinity_ppm,12,98.941
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,1,821.105
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,2,849.806
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,3,911.617
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,4,953.552
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,5,1011.76
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,6,901.77
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,7,826.162
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,8,850.339
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,9,814.502
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,10,897.496
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,11,885.172
slate_grotto,hot_spring,slate,total_dissolved_solids_ppm,12,974.932
slate_grotto,hot_spring,slate,turbidity_NTU,1,0.544
slate_grotto,hot_spring,slate,turbidity_NTU,2,0.563
slate_grotto,hot_spring,slate,turbidity_NTU,3,0.499
slate_grotto,hot_spring,slate,turbidity_NTU,4,0.625
slate_grotto,hot_spring,slate,turbidity_NTU,5,0.601
slate_grotto,hot_spring,slate,turbidity_NTU,6,0.754
slate_grotto,hot_spring,slate,turbidity_NTU,7,0.565
slate_grotto,hot_spring,slate,turbidity_NTU,8,0.639
slate_grotto,hot_spring,slate,turbidity_NTU,9,0.639
slate_grotto,hot_spring,slate,turbidity_NTU,10,0.498
slate_grotto,hot_spring,slate,turbidity_NTU,11,0.506
slate_grotto,hot_spring,slate,turbidity_NTU,12,0.502
gale_pool,hot_spring,gale,temperature_C,1,40.293
gale_pool,hot_spring,gale,temperature_C,2,40.337
gale_pool,hot_spring,gale,temperature_C,3,40.48
gale_pool,hot_spring,gale,temperature_C,4,40.585
gale_pool,hot_spring,gale,temperature_C,5,40.892
gale_pool,hot_spring,gale,temperature_C,6,40.581
gale_pool,hot_spring,gale,temperature_C,7,39.703
gale_pool,hot_spring,gale,temperature_C,8,39.952
gale_pool,hot_spring,gale,temperature_C,9,40.421
gale_pool,hot_spring,gale,temperature_C,10,40.112
gale_pool,hot_spring,gale,temperature_C,11,40.922
gale_pool,hot_spring,gale,temperature_C,12,40.454
gale_pool,hot_spring,gale,pH,1,7.552
gale_pool,hot_spring,gale,pH,2,7.71
gale_pool,hot_spring,gale,pH,3,7.542
gale_pool,hot_spring,gale,pH,4,7.494
gale_pool,hot_spring,gale,pH,5,7.548
gale_pool,hot_spring,gale,pH,6,7.611
gale_pool,hot_spring,gale,pH,7,7.539
gale_pool,hot_spring,gale,pH,8,7.586
gale_pool,hot_spring,gale,pH,9,7.57
gale_pool,hot_spring,gale,pH,10,7.441
gale_pool,hot_spring,gale,pH,11,7.545
gale_pool,hot_spring,gale,pH,12,7.584
gale_pool,hot_spring,gale,salinity_ppt,1,0.677
gale_pool,hot_spring,gale,salinity_ppt,2,0.579
gale_pool,hot_spring,gale,salinity_ppt,3,0.616
gale_pool,hot_spring,gale,salinity_ppt,4,0.585
gale_pool,hot_spring,gale,salinity_ppt,5,0.617
gale_pool,hot_spring,gale,salinity_ppt,6,0.573
gale_pool,hot_spring,gale,salinity_ppt,7,0.578
gale_pool,hot_spring,gale,salinity_ppt,8,0.557
gale_pool,hot_spring,gale,salinity_ppt,9,0.567
gale_pool,hot_spring,gale,salinity_ppt,10,0.434
gale_pool,hot_spring,gale,salinity_ppt,11,0.53
gale_pool,hot_spring,gale,salinity_ppt,12,0.697
gale_pool,hot_spring,gale,free_chlorine_ppm,1,1.16
gale_pool,hot_spring,gale,free_chlorine_ppm,2,0.749
gale_pool,hot_spring,gale,free_chlorine_ppm,3,0.565
gale_pool,hot_spring,gale,free_chlorine_ppm,4,1.172
gale_pool,hot_spring,gale,free_chlorine_ppm,5,1.115
gale_pool,hot_spring,gale,free_chlorine_ppm,6,1.007
gale_pool,hot_spring,gale,free_chlorine_ppm,7,0.86
gale_pool,hot_spring,gale,free_chlorine_ppm,8,0.623
gale_pool,hot_spring,gale,free_chlorine_ppm,9,1.132
gale_pool,hot_spring,gale,free_chlorine_ppm,10,1.098
gale_pool,hot_spring,gale,free_chlorine_ppm,11,1.232
gale_pool,hot_spring,gale,free_chlorine_ppm,12,0.851
gale_pool,hot_spring,gale,calcium_hardness_ppm,1,266.822
gale_pool,hot_spring,gale,calcium_hardness_ppm,2,281.92
gale_pool,hot_spring,gale,calcium_hardness_ppm,3,261.634
gale_pool,hot_spring,gale,calcium_hardness_ppm,4,252.266
gale_pool,hot_spring,gale,calcium_hardness_ppm,5,208.447
gale_pool,hot_spring,gale,calcium_hardness_ppm,6,248.0
gale_pool,hot_spring,gale,calcium_hardness_ppm,7,203.892
gale_pool,hot_spring,gale,calcium_hardness_ppm,8,289.383
gale_pool,hot_spring,gale,calcium_hardness_ppm,9,272.651
gale_pool,hot_spring,gale,calcium_hardness_ppm,10,248.911
gale_pool,hot_spring,gale,calcium_hardness_ppm,11,245.404
gale_pool,hot_spring,gale,calcium_hardness_ppm,12,239.876
gale_pool,hot_spring,gale,total_alkalinity_ppm,1,102.849
gale_pool,hot_spring,gale,total_alkalinity_ppm,2,105.664
gale_pool,hot_spring,gale,total_alkalinity_ppm,3,95.962
gale_pool,hot_spring,gale,total_alkalinity_ppm,4,102.456
gale_pool,hot_spring,gale,total_alkalinity_ppm,5,102.216
gale_pool,hot_spring,gale,total_alkalinity_ppm,6,100.908
gale_pool,hot_spring,gale,total_alkalinity_ppm,7,113.743
gale_pool,hot_spring,gale,total_alkalinity_ppm,8,110.676
gale_pool,hot_spring,gale,total_alkalinity_ppm,9,115.599
gale_pool,hot_spring,gale,total_alkalinity_ppm,10,98.472
gale_pool,hot_spring,gale,total_alkalinity_ppm,11,121.072
gale_pool,hot_spring,gale,total_alkalinity_ppm,12,90.596
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,1,836.917
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,2,1055.482
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,3,907.79
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,4,885.15
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,5,911.946
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,6,854.894
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,7,929.176
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,8,928.846
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,9,906.112
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,10,759.145
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,11,846.048
gale_pool,hot_spring,gale,total_dissolved_solids_ppm,12,914.428
gale_pool,hot_spring,gale,turbidity_NTU,1,0.497
gale_pool,hot_spring,gale,turbidity_NTU,2,0.495
gale_pool,hot_spring,gale,turbidity_NTU,3,0.52
gale_pool,hot_spring,gale,turbidity_NTU,4,0.581
gale_pool,hot_spring,gale,turbidity_NTU,5,0.65
gale_pool,hot_spring,gale,turbidity_NTU,6,0.63
gale_pool,hot_spring,gale,turbidity_NTU,7,0.677
gale_pool,hot_spring,gale,turbidity_NTU,8,0.624
gale_pool,hot_spring,gale,turbidity_NTU,9,0.518
gale_pool,hot_spring,gale,turbidity_NTU,10,0.674
gale_pool,hot_spring,gale,turbidity_NTU,11,0.702
gale_pool,hot_spring,gale,turbidity_NTU,12,0.555
gale_grotto,hot_spring,gale,temperature_C,1,41.167
gale_grotto,hot_spring,gale,temperature_C,2,40.989
gale_grotto,hot_spring,gale,temperature_C,3,40.752
gale_grotto,hot_spring,gale,temperature_C,4,40.594
gale_grotto,hot_spring,gale,temperature_C,5,40.702
gale_grotto,hot_spring,gale,temperature_C,6,40.731
gale_grotto,hot_spring,gale,temperature_C,7,40.924
gale_grotto,hot_spring,gale,temperature_C,8,40.655
gale_grotto,hot_spring,gale,temperature_C,9,40.337
gale_grotto,hot_spring,gale,temperature_C,10,40.546
gale_grotto,hot_spring,gale,temperature_C,11,40.389
gale_grotto,hot_spring,gale,temperature_C,12,39.665
gale_grotto,hot_spring,gale,pH,1,7.596
gale_grotto,hot_spring,gale,pH,2,7.518
gale_grotto,hot_spring,gale,pH,3,7.534
gale_grotto,hot_spring,gale,pH,4,7.536
gale_grotto,hot_spring,gale,pH,5,7.496
gale_grotto,hot_spring,gale,pH,6,7.519
gale_grotto,hot_spring,gale,pH,7,7.639
gale_grotto,hot_spring,gale,pH,8,7.626
gale_grotto,hot_spring,gale,pH,9,7.408
gale_grotto,hot_spring,gale,pH,10,7.594
gale_grotto,hot_spring,gale,pH,11,7.463
gale_grotto,hot_spring,gale,pH,12,7.537
gale_grotto,hot_spring,gale,salinity_ppt,1,0.665
gale_grotto,hot_spring,gale,salinity_ppt,2,0.554
gale_grotto,hot_spring,gale,salinity_ppt,3,0.5
gale_grotto,hot_spring,gale,salinity_ppt,4,0.573
gale_grotto,hot_spring,gale,salinity_ppt,5,0.479
gale_grotto,hot_spring,gale,salinity_ppt,6,0.611
gale_grotto,hot_spring,gale,salinity_ppt,7,0.69
gale_grotto,hot_spring,gale,salinity_ppt,8,0.661
gale_grotto,hot_spring,gale,salinity_ppt,9,0.494
gale_grotto,hot_spring,gale,salinity_ppt,10,0.593
gale_grotto,hot_spring,gale,salinity_ppt,11,0.593
gale_grotto,hot_spring,gale,salinity_ppt,12,0.606
gale_grotto,hot_spring,gale,free_chlorine_ppm,1,1.058
gale_grotto,hot_spring,gale,free_chlorine_ppm,2,1.132
gale_grotto,hot_spring,gale,free_chlorine_ppm,3,0.928
gale_grotto,hot_spring,gale,free_chlorine_ppm,4,1.478
gale_grotto,hot_spring,gale,free_chlorine_ppm,5,0.785
gale_grotto,hot_spring,gale,free_chlorine_ppm,6,0.966
gale_grotto,hot_spring,gale,free_chlorine_ppm,7,1.121
gale_grotto,hot_spring,gale,free_chlorine_ppm,8,0.868
gale_grotto,hot_spring,gale,free_chlorine_ppm,9,0.871
gale_grotto,hot_spring,gale,free_chlorine_ppm,10,0.897
gale_grotto,hot_spring,gale,free_chlorine_ppm,11,0.743
gale_grotto,hot_spring,gale,free_chlorine_ppm,12,0.786
gale_grotto,hot_spring,gale,calcium_hardness_ppm,1,231.305
gale_grotto,hot_spring,gale,calcium_hardness_ppm,2,303.216
gale_grotto,hot_spring,gale,calcium_hardness_ppm,3,255.201
gale_grotto,hot_spring,gale,calcium_hardness_ppm,4,264.26
gale_grotto,hot_spring,gale,calcium_hardness_ppm,5,238.275
gale_grotto,hot_spring,gale,calcium_hardness_ppm,6,219.36
gale_grotto,hot_spring,gale,calcium_hardness_ppm,7,251.282
gale_grotto,hot_spring,gale,calcium_hardness_ppm,8,250.317
gale_grotto,hot_spring,gale,calcium_hardness_ppm,9,235.343
gale_grotto,hot_spring,gale,calcium_hardness_ppm,10,273.768
gale_grotto,hot_spring,gale,calcium_hardness_ppm,11,234.968
gale_grotto,hot_spring,gale,calcium_hardness_ppm,12,273.697
gale_grotto,hot_spring,gale,total_alkalinity_ppm,1,106.822
gale_grotto,hot_spring,gale,total_alkalinity_ppm,2,127.979
gale_grotto,hot_spring,gale,total_alkalinity_ppm,3,112.52
gale_grotto,hot_spring,gale,total_alkalinity_ppm,4,114.21
gale_grotto,hot_spring,gale,total_alkalinity_ppm,5,106.665
gale_grotto,hot_spring,gale,total_alkalinity_ppm,6,116.601
gale_grotto,hot_spring,gale,total_alkalinity_ppm,7,116.144
gale_grotto,hot_spring,gale,total_alkalinity_ppm,8,115.942
gale_grotto,hot_spring,gale,total_alkalinity_ppm,9,96.549
gale_grotto,hot_spring,gale,total_alkalinity_ppm,10,123.665
gale_grotto,hot_spring,gale,total_alkalinity_ppm,11,98.917
gale_grotto,hot_spring,gale,total_alkalinity_ppm,12,102.99
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,1,826.061
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,2,927.384
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,3,1078.432
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,4,899.539
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,5,810.836
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,6,968.019
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,7,777.109
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,8,818.489
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,9,838.015
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,10,911.243
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,11,971.723
gale_grotto,hot_spring,gale,total_dissolved_solids_ppm,12,821.441
gale_grotto,hot_spring,gale,turbidity_NTU,1,0.542
gale_grotto,hot_spring,gale,turbidity_NTU,2,0.611
gale_grotto,hot_spring,gale,turbidity_NTU,3,0.512
gale_grotto,hot_spring,gale,turbidity_NTU,4,0.664
gale_grotto,hot_spring,gale,turbidity_NTU,5,0.543
gale_grotto,hot_spring,gale,turbidity_NTU,6,0.556
gale_grotto,hot_spring,gale,turbidity_NTU,7,0.591
gale_grotto,hot_spring,gale,turbidity_NTU,8,0.727
gale_grotto,hot_spring,gale,turbidity_NTU,9,0.581
gale_grotto,hot_spring,gale,turbidity_NTU,10,0.633
gale_grotto,hot_spring,gale,turbidity_NTU,11,0.576
gale_grotto,hot_spring,gale,turbidity_NTU,12,0.767
